File_Name,Type,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,float_ms_ssim,vmaf,psnr_avg,mse_avg,mse_y,mse_u,mse_v,ssim_y,ssim_u,ssim_v
001_hevc_480p.mp4,min,0.539354,0.875662,0.637667,0.460609,0.438948,0,0,0.226562,0.261151,0.262366,0.252141,17.467918,20.215728,24.634273,0.627071,0.436379,0,21.50793633,0.67,0.56,0.97,0.79,0.68678,0.693372,0.792389
001_hevc_4K.mp4,max,0.99613,0.996749,0.994925,0.996203,0.996335,12.402488,13.427885,0.932047,0.992114,0.995785,0.99724,52.267019,49.374033,50.084942,0.999635,0.998509,97.607108,50.491596,877.94,1164.95,620.37,222.42,0.994803,0.989566,0.99095
001_hevc_4K.mp4,mean,0.821840317,0.97525894,0.889475567,0.764632173,0.716749353,2.549402857,2.869543177,0.698713887,0.75879274,0.7588589,0.742367803,28.7322166,31.60468273,34.5167886,0.860167337,0.89329559,40.30134657,31.61789598,231.2180667,291.3757,160.6646333,61.1438,0.95050396,0.925889757,0.957706247
001_hevc_4K.mp4,min,0.601948,0.953085,0.750997,0.456443,0.382339,0,0,0.507563,0.539341,0.521821,0.479979,17.467713,20.204265,24.659072,0.652301,0.741184,0,21.508125,0.5,0.39,0.75,0.64,0.883101,0.880649,0.935967
001_hevc_720p.mp4,max,0.977551,0.983533,0.96061,0.974092,0.985925,12.288608,13.328543,0.85568,0.969676,0.981113,0.986246,46.045462,48.457525,49.426026,0.997134,0.997273,90.904734,47.54418633,875.45,1161.29,621.72,223.15,0.991431,0.989627,0.990902
001_hevc_720p.mp4,mean,0.799526547,0.951970043,0.835550463,0.75882763,0.747730043,2.389989633,2.712149817,0.541126957,0.630018463,0.645751437,0.648732447,28.12833793,32.00794338,34.84440267,0.847852873,0.820391707,33.73140521,31.66022799,232.6968667,293.8455333,160.2539,60.5467,0.891593773,0.8898706,0.930501867
001_hevc_720p.mp4,min,0.546989,0.900518,0.6449,0.462221,0.381487,0,0,0.274986,0.310799,0.306024,0.28762,17.481401,20.194884,24.644878,0.627704,0.519909,0,21.50593433,1.68,1.62,0.93,0.74,0.756701,0.765828,0.851581
001_hevc_8K.mp4,max,0.995793,0.995656,0.995647,0.994814,0.996772,12.438612,13.460629,0.954333,0.9955,0.997233,0.997809,53.231143,50.844478,51.610972,0.999915,0.998697,97.744516,51.79551533,878.16,1165.07,619.98,222.68,0.995531,0.992287,0.993492
001_hevc_8K.mp4,mean,0.843267463,0.980165193,0.91520635,0.786994243,0.69752738,2.610486883,2.92952474,0.814965317,0.85684925,0.84993198,0.828514083,28.66723619,31.46296761,34.40280778,0.855728863,0.934584753,49.81666339,31.51100386,231.4828667,291.5824333,161.0248,61.54246667,0.967509197,0.947025297,0.97079495
001_hevc_8K.mp4,min,0.647811,0.9696,0.838012,0.540919,0.314223,0,0,0.708404,0.732081,0.710721,0.662183,17.467294,20.207043,24.653918,0.639513,0.851529,5.543183,21.50248967,0.38,0.31,0.54,0.45,0.91702,0.918415,0.960719
002_av1_1K.mp4,max,0.997497,0.996971,0.996183,0.999564,0.997618,1.405698,2.264035,0.953902,0.994525,0.996689,0.997589,54.040841,54.780066,54.311688,0.999557,0.99932,97.740831,54.18138867,74.82,107.15,12.64,12.86,0.997246,0.996944,0.996478
002_av1_1K.mp4,mean,0.95981147,0.981538643,0.953774103,0.947410097,0.960329377,0.5099437,0.67425278,0.839921583,0.90827066,0.919505937,0.924064503,34.87703929,44.0280414,45.1391861,0.97560134,0.970722087,79.91710322,41.34808893,23.43566667,33.3311,4.005466667,3.2849,0.983412407,0.991705953,0.991512413
002_av1_1K.mp4,min,0.887456,0.950241,0.862829,0.838338,0.890597,0,0,0.647982,0.758149,0.798151,0.794653,27.83108,37.113351,37.038263,0.928093,0.913798,53.821681,34.652365,0.25,0.26,0.22,0.24,0.960978,0.980243,0.980836
002_av1_2K.mp4,max,0.998435,0.997934,0.997871,0.999641,0.999058,1.415136,2.268932,0.962248,0.996145,0.997653,0.998155,55.067146,55.306052,54.660702,0.999769,0.999426,98.141839,55.0113,75.04,107.48,12.66,12.89,0.997576,0.997118,0.996694
002_av1_2K.mp4,mean,0.954308853,0.981872057,0.948495157,0.940749207,0.951298347,0.524711513,0.68911742,0.850973443,0.911040943,0.921535627,0.92544137,34.87134405,44.05487263,45.14082138,0.974155397,0.974853857,78.95576543,41.35567935,23.49906667,33.43053333,3.9823,3.3049,0.98592726,0.992938783,0.992753533
002_av1_2K.mp4,min,0.868009,0.951205,0.849373,0.811982,0.868398,0,0,0.668526,0.755509,0.78937,0.810918,27.817609,37.108171,37.024299,0.922382,0.927318,48.748447,34.639787,0.2,0.2,0.19,0.22,0.965014,0.984414,0.984259
002_av1_480p.mp4,max,0.998729,0.995741,0.996008,0.999051,1.002732,1.384118,2.252194,0.962975,0.996423,0.997968,0.999438,53.44497,55.722295,55.673689,0.999161,0.999474,97.912946,54.365337,74.72,107.12,12.69,12.34,0.997802,0.997741,0.997556
002_av1_480p.mp4,mean,0.967503723,0.982696203,0.969774857,0.96589454,0.96209619,0.460338707,0.624127983,0.834614803,0.907581947,0.915423377,0.916445833,34.93267297,44.19302694,45.55093205,0.97362649,0.958882957,80.77770929,41.55887732,23.29283333,33.16956667,3.966633333,3.1124,0.97549676,0.987962053,0.988515513
002_av1_480p.mp4,min,0.920344,0.950644,0.90306,0.904853,0.903189,0,0,0.644096,0.751992,0.752793,0.744723,27.832008,37.095413,37.219025,0.921601,0.873058,57.032598,34.73139833,0.27,0.29,0.17,0.18,0.933754,0.964948,0.969967
002_av1_4K.mp4,max,0.998851,0.997877,0.998417,0.999686,0.999579,1.425437,2.277002,0.968189,0.996494,0.997672,0.998025,55.777594,55.460035,55.034813,0.999882,0.999473,98.285915,55.42414733,75.05,107.59,12.55,12.74,0.997694,0.997262,0.996979
002_av1_4K.mp4,mean,0.947306717,0.982979407,0.94348605,0.92471873,0.941573323,0.54256157,0.706530433,0.869679537,0.91839166,0.92606205,0.928154577,34.86432641,44.07728988,45.24955034,0.975736773,0.979993843,77.89412656,41.39705554,23.51916667,33.4834,3.960433333,3.2213,0.988835883,0.994241143,0.99407264
002_av1_4K.mp4,min,0.849127,0.963569,0.840277,0.767102,0.818279,0,0,0.710976,0.769049,0.789488,0.803942,27.813122,37.145648,37.079739,0.928258,0.9449,44.086397,34.70827,0.18,0.17,0.18,0.2,0.971405,0.988942,0.988081
002_av1_720p.mp4,max,0.997371,0.996336,0.995578,0.997129,0.999075,1.391648,2.25727,0.954576,0.996314,0.997962,0.998624,53.920496,54.736542,54.950099,0.999512,0.999441,97.946276,54.27814333,74.66,107.14,12.42,12.57,0.997288,0.996947,0.997045
002_av1_720p.mp4,mean,0.965516823,0.981679603,0.96150202,0.959674,0.96451166,0.487354003,0.651453807,0.83516338,0.90753001,0.917857297,0.921338317,34.88934112,44.07536721,45.36960936,0.9738645,0.964810977,80.83256184,41.44477257,23.375,33.298,3.923133333,3.164933333,0.979524437,0.98973968,0.990332437
002_av1_720p.mp4,min,0.906596,0.948171,0.877331,0.888078,0.885701,0,0,0.642092,0.776199,0.778216,0.771489,27.831195,37.190363,37.133313,0.921905,0.893546,60.244608,34.77713367,0.25,0.26,0.22,0.21,0.949788,0.973327,0.975933
002_av1_8K.mp4,max,0.998609,0.997114,0.997288,0.999827,1.000023,1.447009,2.288715,0.977658,0.998089,0.99866,0.998594,56.323668,56.120573,55.695352,0.999958,0.999441,98.381827,56.046531,75.08,107.51,12.72,12.94,0.99797,0.997679,0.997459
002_av1_8K.mp4,mean,0.9312057,0.985660517,0.942558373,0.891167907,0.902103793,0.573605313,0.73605504,0.91355083,0.944835453,0.945712017,0.941790023,34.85004835,44.02355689,45.08742507,0.9749501,0.98705404,76.35059488,41.32034344,23.5783,33.53456667,4.011266667,3.322,0.992379363,0.995751127,0.995521587
002_av1_8K.mp4,min,0.812577,0.978134,0.875817,0.695594,0.703934,0,0,0.817516,0.842337,0.839632,0.826693,27.816504,37.086721,37.012073,0.925574,0.968645,39.937785,34.62918333,0.16,0.15,0.16,0.18,0.982262,0.993185,0.992333
002_h264_1K.mp4,max,0.996093,0.996322,0.994612,0.995024,0.998681,1.405698,2.264035,0.927389,0.993974,0.99708,0.998074,51.907155,52.351709,50.851431,0.999368,0.998901,97.508991,51.70343167,74.56,106.78,13.2,13.27,0.995454,0.994918,0.994234
002_h264_1K.mp4,mean,0.95885084,0.98089649,0.951926743,0.945355317,0.960272767,0.5099437,0.67425278,0.821047757,0.906925403,0.919126553,0.924025723,34.76994445,43.37977674,44.22000618,0.97535819,0.970301693,79.68911962,40.78990912,23.60326667,33.45626667,4.256533333,3.5369,0.981828707,0.989378513,0.9892753
002_h264_1K.mp4,min,0.884944,0.94963,0.859253,0.838859,0.891887,0,0,0.636981,0.757637,0.798323,0.794432,27.84583,36.923702,36.902085,0.927947,0.913445,53.386125,34.687629,0.43,0.42,0.38,0.53,0.959246,0.978595,0.97902
002_h264_2K.mp4,max,0.996158,0.996767,0.995409,0.995208,0.997817,1.415136,2.268932,0.934693,0.995036,0.997533,0.99843,52.721063,52.042614,52.024564,0.999685,0.998977,97.576885,52.262747,75.56,108.21,12.92,13.06,0.995784,0.994757,0.994636
002_h264_2K.mp4,mean,0.953270507,0.981402433,0.946845713,0.938613433,0.95089596,0.524711513,0.68911742,0.834597747,0.9097347,0.921112687,0.92530534,34.77581462,43.32941491,44.45554459,0.974021447,0.974475103,78.70222252,40.85359137,23.70416667,33.62326667,4.2636,3.483466667,0.984579847,0.990496517,0.990540807
002_h264_2K.mp4,min,0.867873,0.95145,0.849845,0.811445,0.868541,0,0,0.659246,0.755257,0.789656,0.81071,27.788252,37.021283,36.967131,0.922281,0.927009,48.784699,34.605881,0.37,0.35,0.41,0.41,0.963555,0.982709,0.982911
002_h264_480p.mp4,max,0.995365,0.993262,0.99324,0.995153,0.99988,1.384118,2.252194,0.921054,0.993377,0.995987,0.997192,50.656511,50.858878,51.253097,0.9985,0.999106,96.761929,50.81492867,75.29,107.82,12.79,13.05,0.99524,0.993954,0.994134
002_h264_480p.mp4,mean,0.964835673,0.980934793,0.966827673,0.962221087,0.959884643,0.460338707,0.624127983,0.805021343,0.90321197,0.912478223,0.91413411,34.76789269,43.24267622,44.43066445,0.97274451,0.958370607,79.90954378,40.81374445,23.58306667,33.44256667,4.279466667,3.448333333,0.973204293,0.98449461,0.985387987
002_h264_480p.mp4,min,0.919997,0.949464,0.903146,0.9068,0.899678,0,0,0.63016,0.748388,0.750191,0.742332,27.803908,37.063295,36.974101,0.920883,0.872402,56.625428,34.628819,0.56,0.56,0.53,0.49,0.931994,0.962409,0.966942
002_h264_4K.mp4,max,0.997541,0.996993,0.996158,0.996474,0.999389,1.425437,2.277002,0.94751,0.997378,0.998924,0.999167,53.420032,52.537166,53.346612,0.999765,0.999059,98.013373,53.10127,74.72,106.98,13.07,12.92,0.996215,0.995571,0.995871
002_h264_4K.mp4,mean,0.947051323,0.98272904,0.942428393,0.923401153,0.94233507,0.54256157,0.706530433,0.858393433,0.918266597,0.926488077,0.928636263,34.78999826,43.4216972,44.64190381,0.97563162,0.97966199,77.89000589,40.95119976,23.6318,33.53966667,4.230333333,3.400966667,0.987803387,0.992024107,0.991961637
002_h264_4K.mp4,min,0.848784,0.96353,0.839723,0.765399,0.820723,0,0,0.703046,0.768154,0.789177,0.803971,27.837869,36.967913,37.019197,0.928214,0.944681,44.033059,34.64877533,0.31,0.3,0.36,0.3,0.970117,0.987216,0.986644
002_h264_720p.mp4,max,0.995419,0.9947,0.992581,0.994776,0.997781,1.391648,2.25727,0.92383,0.994498,0.997048,0.998035,51.357936,51.528416,51.3317,0.999088,0.999005,97.027259,51.22404933,74.64,106.82,12.69,12.95,0.995159,0.993998,0.994068
002_h264_720p.mp4,mean,0.963712513,0.980654597,0.959195437,0.957298823,0.962963483,0.487354003,0.651453807,0.811684633,0.90469431,0.9162726,0.92023784,34.76199853,43.35382107,44.32622634,0.97341626,0.964362137,80.29460477,40.81401531,23.5762,33.44103333,4.213066667,3.509133333,0.9775909,0.986897903,0.987618343
002_h264_720p.mp4,min,0.903685,0.947158,0.87586,0.883116,0.885605,0,0,0.629477,0.773708,0.776735,0.770258,27.844408,37.101853,37.001747,0.921663,0.893229,59.681152,34.60835767,0.5,0.48,0.46,0.48,0.948351,0.971498,0.97425
002_h264_8K.mp4,max,0.999351,0.998979,0.998862,0.999483,0.999904,1.447009,2.288715,0.993943,0.999722,0.999672,0.999514,60,60,60,0.999999,0.999951,98.369891,60,75.19,107.64,12.8,13.04,0.999643,0.999709,0.999702
002_h264_8K.mp4,mean,0.930626673,0.985351413,0.94197053,0.890244327,0.90151743,0.573605313,0.73605504,0.90838295,0.944476293,0.945697043,0.94194513,34.85498009,43.87017667,44.89171889,0.974926717,0.98687423,76.23484777,41.20562522,23.64906667,33.6058,4.079633333,3.391966667,0.99173664,0.994892447,0.994602453
002_h264_8K.mp4,min,0.810855,0.977844,0.877477,0.696484,0.700723,0,0,0.815213,0.842786,0.840272,0.827642,27.810878,37.059518,36.979233,0.925455,0.968477,40.137664,34.610909,0.02,0.02,0.02,0.02,0.981859,0.99256,0.99155
002_hevc_1K.mp4,max,0.994957,0.99638,0.993463,0.993154,0.996176,1.405698,2.264035,0.929152,0.989516,0.993609,0.995681,52.421135,52.822427,51.621515,0.999249,0.99894,96.966118,52.18075933,74.67,106.97,13.03,13.27,0.995845,0.995315,0.994682
002_hevc_1K.mp4,mean,0.95835568,0.98097754,0.95160008,0.945101823,0.95929941,0.5099437,0.67425278,0.8233512,0.904870887,0.917481653,0.922747227,34.78935432,43.58367435,44.47765628,0.975342767,0.970384787,79.41683974,40.95022832,23.5706,33.45043333,4.168933333,3.4519,0.982308463,0.99000286,0.98985043
002_hevc_1K.mp4,min,0.886502,0.951013,0.860628,0.839944,0.88835,0,0,0.641733,0.757882,0.79829,0.792865,27.838201,36.982628,36.900486,0.927767,0.913386,53.661465,34.697998,0.39,0.37,0.34,0.45,0.960287,0.979051,0.979373
002_hevc_2K.mp4,max,0.987877,0.993944,0.985572,0.983451,0.991553,1.415131,2.268931,0.919827,0.982161,0.988524,0.991669,50.751755,52.462861,52.4534,0.999286,0.998673,94.001159,51.77159167,75.43,108.02,12.8,13.07,0.995719,0.995253,0.995144
