Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,float_ms_ssim,vmaf,psnr_avg,mse_avg,mse_y,mse_u,mse_v,ssim_y,ssim_u,ssim_v
0,0.994983,0.99374,0.9903790000000001,0.9938319999999999,0.997566,0.0,0.0,0.920824,0.993173,0.9958790000000001,0.9969790000000001,50.618491999999996,48.264932,49.007337,0.998199,0.9990020000000001,95.845476,49.29692033333333,0.67,0.56,0.97,0.82,0.99477,0.990179,0.991076
1,0.9926389999999999,0.9904940000000001,0.9862780000000001,0.990603,0.996597,0.6405770000000001,0.6405770000000001,0.901553,0.9898239999999999,0.9942,0.995991,49.592877,47.188159999999996,48.270185,0.99749,0.998617,96.034199,48.35040733333333,0.84,0.71,1.24,0.97,0.993567,0.986764,0.98907
2,0.99284,0.9913799999999999,0.9865719999999999,0.991517,0.996181,0.84845,1.1149120000000001,0.9012479999999999,0.9895229999999999,0.9939309999999999,0.995655,49.566990000000004,47.198929,48.282317,0.9974799999999999,0.998612,96.31912,48.349412,0.85,0.72,1.24,0.97,0.993564,0.986881,0.989052
3,0.967277,0.97101,0.95488,0.9572959999999999,0.9758530000000001,0.764592,0.84845,0.7953100000000001,0.935226,0.9574290000000001,0.968872,42.303478000000005,45.18142,47.075109000000005,0.992906,0.9957719999999999,86.740466,44.85333566666667,3.09,3.83,1.97,1.28,0.986825,0.97807,0.985738
4,0.9763809999999999,0.978132,0.966743,0.9691799999999999,0.9831549999999999,0.602139,0.764592,0.835879,0.955743,0.9716110000000001,0.9793940000000001,44.635645000000004,46.064101,48.084952,0.9951469999999999,0.9971120000000001,89.986554,46.261565999999995,1.93,2.24,1.61,1.01,0.990463,0.981951,0.988609
5,0.9788319999999999,0.980151,0.966505,0.971483,0.9868379999999999,0.56885,0.602139,0.835792,0.96101,0.976413,0.983409,44.674096,45.539452000000004,47.548588,0.995099,0.9971610000000001,91.02049,45.920712,1.97,2.22,1.82,1.14,0.990042,0.979733,0.987196
6,0.987007,0.986715,0.97775,0.983455,0.992368,0.38055300000000003,0.56885,0.874296,0.9803790000000001,0.9884370000000001,0.9917549999999999,47.597829,46.166592,47.984937,0.996842,0.998229,93.813804,47.249786,1.19,1.13,1.57,1.03,0.992564,0.981545,0.987906
7,0.973035,0.972038,0.9544040000000001,0.968168,0.9827049999999999,0.38055300000000003,0.38055300000000003,0.8255959999999999,0.954498,0.970764,0.978635,44.118306,45.58292,47.509462,0.9947739999999999,0.996892,88.870349,45.736896,2.17,2.52,1.8,1.15,0.989501,0.979063,0.9866
8,0.983669,0.984777,0.96914,0.9818290000000001,0.9895010000000001,0.336546,0.6225430000000001,0.86926,0.9747790000000001,0.984319,0.988884,46.901117,46.32345,48.279641,0.996725,0.9981059999999999,92.593498,47.168069333333335,1.3,1.33,1.52,0.97,0.992513,0.98205,0.988507
9,0.980944,0.982308,0.968616,0.977102,0.9870110000000001,0.325286,0.336546,0.8571350000000001,0.96904,0.9801719999999999,0.9853120000000001,46.206204,45.869575,47.979748,0.9961979999999999,0.9977799999999999,91.49725699999999,46.68517566666666,1.49,1.56,1.68,1.04,0.991703,0.980353,0.987684
10,0.97929,0.978806,0.962874,0.9762649999999999,0.986949,0.325286,0.325286,0.851857,0.9682350000000001,0.9797110000000001,0.9852569999999999,45.912286,45.757290999999995,47.662801,0.995972,0.997662,91.111549,46.444126000000004,1.58,1.67,1.73,1.11,0.991211,0.979256,0.986696
11,0.9880059999999999,0.9867100000000001,0.977664,0.9865120000000001,0.9929129999999999,0.328509,0.39513400000000004,0.8817389999999999,0.982059,0.9894780000000001,0.992884,47.730375,45.873475,47.890407,0.996917,0.998252,94.10465,47.16475233333333,1.19,1.1,1.68,1.06,0.992748,0.980276,0.98755
12,0.989991,0.9893040000000001,0.9819889999999999,0.9882549999999999,0.994002,0.292132,0.328509,0.889676,0.985713,0.991656,0.99439,48.374476,46.039141,48.119087,0.997233,0.99844,94.72183199999999,47.51090133333333,1.07,0.95,1.62,1.0,0.993162,0.98142,0.98826
13,0.991655,0.990698,0.983978,0.990967,0.9950549999999999,0.288517,0.292132,0.8886629999999999,0.986555,0.992192,0.994561,48.487655,45.616717,47.521784999999994,0.997074,0.9983719999999999,95.120736,47.208718999999995,1.1,0.92,1.78,1.15,0.992709,0.979096,0.986531
14,0.993302,0.992643,0.988311,0.992139,0.995924,0.281,0.288517,0.9003959999999999,0.9893219999999999,0.9937790000000001,0.995492,49.319555,45.770804999999996,47.853575,0.9974149999999999,0.9985799999999999,95.62872800000001,47.647978333333334,0.97,0.76,1.72,1.07,0.993424,0.981258,0.98783
15,0.99303,0.991993,0.987563,0.991366,0.996224,0.264271,0.281,0.8981040000000001,0.988733,0.993302,0.995117,49.20312,45.500125,47.5277,0.9973639999999999,0.998558,95.492369,47.410315,1.02,0.78,1.83,1.15,0.993313,0.979944,0.987188
16,0.9930120000000001,0.9918819999999999,0.987276,0.9925579999999999,0.99565,0.26009099999999996,0.264271,0.898827,0.989157,0.993928,0.996007,48.756725,45.680063,47.837858000000004,0.997423,0.998548,95.583825,47.424882000000004,1.05,0.87,1.76,1.07,0.993408,0.980621,0.987959
17,0.9939209999999999,0.9922719999999999,0.9873370000000001,0.9922979999999999,0.997684,0.26009099999999996,0.26009099999999996,0.893019,0.9894620000000001,0.994891,0.9971459999999999,47.880288,45.281438,47.306402,0.997073,0.9983790000000001,95.917028,46.822709333333336,1.23,1.06,1.93,1.21,0.992761,0.978774,0.98641
18,0.9947360000000001,0.993123,0.988914,0.9927360000000001,0.9984350000000001,0.283612,0.283612,0.899018,0.991116,0.9957280000000001,0.997775,47.090082,45.234783,47.412422,0.997233,0.998432,96.22291899999999,46.57909566666667,1.37,1.27,1.95,1.18,0.993069,0.979358,0.986994
19,0.9942200000000001,0.992208,0.98959,0.9912549999999999,0.9981690000000001,0.299662,0.326879,0.896416,0.989922,0.995009,0.996933,46.902976,45.069520000000004,47.290445,0.9971209999999999,0.9983489999999999,96.026643,46.42098033333334,1.42,1.33,2.02,1.21,0.99292,0.978902,0.986914
20,0.993316,0.993439,0.989799,0.991693,0.995426,0.299662,0.299662,0.899847,0.9894209999999999,0.9936360000000001,0.9952129999999999,47.666140999999996,45.296756,47.379748,0.9972409999999999,0.998417,95.628928,46.780881666666666,1.26,1.11,1.92,1.19,0.993087,0.980258,0.987223
21,0.9909,0.9911409999999999,0.9875709999999999,0.988454,0.9933649999999999,0.277018,0.309471,0.8938719999999999,0.986874,0.991814,0.993577,47.367796000000006,44.825049,47.238872,0.9971120000000001,0.9983209999999999,94.847336,46.477239,1.36,1.19,2.14,1.23,0.992953,0.978861,0.98679
22,0.99066,0.990983,0.986008,0.988242,0.99355,0.277018,0.277018,0.892869,0.9864120000000001,0.991606,0.9931840000000001,47.173444,44.914372,47.242241,0.997131,0.9983299999999999,94.752286,46.44335233333334,1.39,1.25,2.1,1.23,0.993017,0.979675,0.987173
23,0.990317,0.991419,0.9854959999999999,0.987455,0.9932629999999999,0.30130999999999997,0.332086,0.886764,0.985089,0.9905729999999999,0.9925350000000001,46.685190000000006,44.604668,46.898871,0.996898,0.998187,94.606009,46.06290966666668,1.53,1.39,2.25,1.33,0.992452,0.977817,0.985943
24,0.990242,0.9897520000000001,0.983979,0.9860690000000001,0.9949549999999999,0.30130999999999997,0.30130999999999997,0.885857,0.98375,0.990217,0.9924709999999999,46.718654,44.83325,47.348945,0.9970620000000001,0.998287,94.562397,46.300283,1.48,1.38,2.14,1.2,0.992978,0.979666,0.98737
25,0.989984,0.990281,0.984615,0.9856799999999999,0.994195,0.28434,0.31556,0.8854850000000001,0.984059,0.990489,0.992812,47.339124,44.626939,47.239065999999994,0.997007,0.998293,94.523881,46.40170966666667,1.38,1.2,2.24,1.23,0.992813,0.978991,0.986669
26,0.9898170000000001,0.989675,0.98335,0.985325,0.9946659999999999,0.28434,0.28434,0.8810979999999999,0.9833049999999999,0.990281,0.993181,47.122658,44.962751000000004,47.207763,0.996935,0.998245,94.504285,46.431057333333335,1.39,1.26,2.07,1.24,0.99264,0.978815,0.986793
27,0.990441,0.9904139999999999,0.986417,0.985282,0.994762,0.275488,0.308569,0.8802770000000001,0.9840209999999999,0.990555,0.9930469999999999,47.510669,44.966914,47.117734000000006,0.996827,0.998199,94.632961,46.53177233333334,1.32,1.15,2.07,1.26,0.992323,0.977886,0.986037
28,0.9891270000000001,0.9884379999999999,0.9821040000000001,0.984426,0.9944620000000001,0.269986,0.275488,0.881331,0.982196,0.989081,0.991893,47.412599,45.074279,47.259551,0.9969950000000001,0.998276,94.17336999999999,46.582142999999995,1.33,1.18,2.02,1.22,0.992736,0.979328,0.986851
29,0.989663,0.9890479999999999,0.9834440000000001,0.9860690000000001,0.9940700000000001,0.26979200000000003,0.269986,0.8833639999999999,0.983742,0.9902049999999999,0.992799,47.796667,45.038247,47.213553999999995,0.997017,0.998297,94.419117,46.68282266666666,1.27,1.08,2.04,1.24,0.992721,0.978856,0.986641
30,0.9900770000000001,0.987994,0.983809,0.986941,0.994719,0.26979200000000003,0.26979200000000003,0.8836719999999999,0.9848680000000001,0.991152,0.9937090000000001,47.727084000000005,45.115595,47.06623,0.996984,0.998295,94.629372,46.636303,1.28,1.1,2.0,1.28,0.992578,0.978551,0.986257
31,0.984841,0.9820139999999999,0.972424,0.981642,0.991924,0.268717,0.286632,0.8685450000000001,0.9756950000000001,0.985275,0.989667,45.441794,44.666610999999996,47.001723,0.995484,0.9974709999999999,92.865187,45.703376,1.82,1.86,2.22,1.3,0.990425,0.97828,0.986432
32,0.9795309999999999,0.9808319999999999,0.9660270000000001,0.97415,0.9868870000000001,0.267602,0.268717,0.8598110000000001,0.965033,0.976841,0.983507,41.783429999999996,44.685459,46.76383,0.990664,0.994761,90.80771800000001,44.41090633333332,3.47,4.31,2.21,1.37,0.984911,0.978641,0.986253
33,0.9074639999999999,0.9754510000000001,0.928961,0.8853340000000001,0.8902629999999999,0.267602,0.267602,0.695796,0.788829,0.800884,0.8082050000000001,29.567846999999997,30.480573,34.336940999999996,0.918091,0.912999,56.05595699999999,31.461786999999998,61.58,71.83,58.21,23.95,0.923542,0.901261,0.939635
34,0.8154560000000001,0.943209,0.8585790000000001,0.765229,0.787053,0.267875,0.279159,0.53275,0.627045,0.650262,0.66493,26.05625,26.765713,30.553721000000003,0.8662780000000001,0.8475969999999999,28.044153,27.791894666666668,139.85,161.23,136.93,57.24,0.875994,0.866583,0.913917
35,0.764718,0.9409209999999999,0.8369540000000001,0.663502,0.738813,0.26366100000000003,0.267875,0.44822,0.526352,0.546289,0.558613,24.015828,24.902122,28.793117,0.8087300000000001,0.780436,15.442319,25.903689,221.31,257.93,210.31,85.86,0.828078,0.838575,0.890475
36,0.722554,0.938665,0.8335290000000001,0.651043,0.6534310000000001,0.26366100000000003,0.26366100000000003,0.43375600000000003,0.506508,0.523827,0.534413,23.268641,24.319432,28.384611,0.792167,0.752375,8.2795,25.324227999999994,260.04,306.35,240.51,94.32,0.815716,0.826023,0.883479
37,0.727565,0.9434299999999999,0.839101,0.667617,0.652032,0.35535300000000003,0.35535300000000003,0.43064399999999997,0.502359,0.519113,0.527274,22.945621,24.349552,28.649613000000002,0.791118,0.744466,8.980293,25.314928666666663,274.6,330.0,238.85,88.74,0.814108,0.824176,0.884568
38,0.703364,0.940732,0.833946,0.651,0.609559,0.385343,0.385343,0.40660100000000005,0.469934,0.48113999999999996,0.483839,22.109035000000002,24.439813,28.867604999999998,0.763072,0.703807,4.882777,25.138817666666668,319.79,400.11,233.94,84.4,0.792568,0.816921,0.878418
39,0.710379,0.943615,0.834367,0.654532,0.622165,1.1121159999999999,1.1121159999999999,0.41823,0.480875,0.490041,0.48965699999999995,22.039187,24.374003,28.884471,0.775126,0.710962,6.3300540000000005,25.099220333333335,324.66,406.59,237.51,84.07,0.802588,0.816163,0.883192
40,0.72246,0.9461430000000001,0.838765,0.6773520000000001,0.6347550000000001,2.175303,2.175303,0.40992399999999996,0.46892399999999995,0.47461400000000004,0.46978400000000003,21.457937,24.221403,28.522485999999997,0.76044,0.687659,8.797499,24.733942,366.11,464.82,246.0,91.38,0.79154,0.813885,0.876438
41,0.715507,0.9520139999999999,0.856785,0.677367,0.6111979999999999,3.686661,3.686661,0.41316400000000003,0.47069300000000003,0.47528100000000006,0.467775,21.143869,24.394354999999997,28.341826,0.748541,0.667075,8.956242999999999,24.626683333333332,388.4,499.68,236.4,95.26,0.78365,0.816513,0.870505
42,0.6964520000000001,0.949735,0.846289,0.6776479999999999,0.579607,2.514027,3.7668410000000003,0.42948800000000004,0.490961,0.497717,0.492098,21.312511999999998,25.085318,28.875635,0.758894,0.682211,5.22092,25.091155,368.08,480.65,201.63,84.24,0.792238,0.824661,0.874812
43,0.708158,0.9420780000000001,0.8250360000000001,0.682221,0.6100369999999999,2.163478,2.514027,0.405359,0.46435600000000005,0.47253500000000004,0.46997700000000003,20.505321,25.870518,29.464801,0.740762,0.64987,6.8413699999999995,25.280213333333336,426.19,578.83,168.28,73.55,0.777932,0.806482,0.86927
44,0.721124,0.937484,0.8230930000000001,0.684188,0.640447,1.58533,2.163478,0.399508,0.45892799999999995,0.463293,0.455638,19.290479,24.613862,28.481853000000005,0.71336,0.579835,8.018711999999999,24.128731333333334,563.27,765.65,224.75,92.23,0.75768,0.783637,0.856322
45,0.603442,0.913479,0.704152,0.513008,0.525043,1.58533,1.58533,0.31638299999999997,0.364759,0.366465,0.358038,18.713675,21.675179,25.900291,0.662557,0.500387,0.0,22.096381666666662,684.48,874.41,442.14,167.13,0.713915,0.738103,0.818779
46,0.539354,0.889191,0.637667,0.460609,0.44345200000000007,1.8711220000000002,1.8711220000000002,0.28925100000000004,0.33269299999999996,0.334573,0.32658899999999996,18.780975,20.714656,25.028178,0.6486460000000001,0.48795200000000005,0.0,21.507936333333333,699.95,860.96,551.59,204.3,0.702661,0.72781,0.812087
47,0.608514,0.920918,0.7533270000000001,0.5920880000000001,0.472943,2.685457,2.685457,0.29736599999999996,0.336881,0.335518,0.32279,18.454228,20.917872,25.327978,0.644863,0.464812,0.0,21.56669266666667,738.33,928.23,526.37,190.67,0.702021,0.730982,0.81273
48,0.660782,0.9320620000000001,0.8062060000000001,0.676388,0.520663,1.907921,3.092514,0.30219,0.342481,0.339821,0.32610700000000004,17.467918,21.681328,25.983383,0.627071,0.436379,2.707233,21.710876333333335,877.51,1164.9,441.52,163.96,0.68678,0.73975,0.818437
