Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,float_ms_ssim,vmaf,psnr_avg,mse_avg,mse_y,mse_u,mse_v,ssim_y,ssim_u,ssim_v
0,0.994128,0.989115,0.9893780000000001,0.9951040000000001,0.998627,0.0,0.0,0.901359,0.996617,0.9984569999999999,0.9990389999999999,49.990292,50.771114000000004,50.734977,0.999764,0.998872,95.95573399999999,50.49879433333333,0.62,0.65,0.54,0.55,0.99331,0.992503,0.992478
1,0.985823,0.976284,0.978051,0.986957,0.994252,0.725073,0.842435,0.8307180000000001,0.9887540000000001,0.994024,0.9959600000000001,47.403335,49.819402000000004,49.774008,0.9994879999999999,0.9981040000000001,94.64711,48.998915000000004,1.02,1.18,0.68,0.69,0.989592,0.990646,0.990534
2,0.9906219999999999,0.98231,0.9865290000000001,0.991717,0.9963709999999999,0.725073,0.725073,0.8590129999999999,0.992186,0.996139,0.9974729999999999,48.26592,50.142388000000004,50.142725,0.999566,0.998318,95.922051,49.517011000000004,0.86,0.97,0.63,0.63,0.990843,0.991492,0.991396
3,0.9612350000000001,0.966942,0.942932,0.955793,0.972611,0.638597,1.037293,0.650271,0.927686,0.955009,0.969578,39.578688,49.353799,49.51975,0.9948870000000001,0.990225,85.353049,46.15074566666667,5.02,7.16,0.75,0.73,0.970959,0.990274,0.99026
4,0.9542,0.958957,0.9353100000000001,0.949778,0.965643,0.638597,0.638597,0.623911,0.920004,0.9513299999999999,0.9672149999999999,38.801066999999996,49.035198,49.278506,0.99466,0.988454,83.534456,45.704923666666666,5.98,8.57,0.81,0.77,0.966138,0.989576,0.989711
5,0.935602,0.948839,0.9098809999999999,0.9205620000000001,0.954533,0.689445,0.689445,0.511877,0.861942,0.9141020000000001,0.943641,37.044783,48.330696,48.794249,0.9910040000000001,0.979706,76.529863,44.72324266666667,8.86,12.84,0.96,0.86,0.940521,0.988223,0.988683
6,0.9307129999999999,0.949838,0.9064959999999999,0.9081940000000001,0.951514,1.0055209999999999,1.0055209999999999,0.437425,0.795461,0.866814,0.91464,34.376308,48.365571,48.81442,0.9857549999999999,0.9617459999999999,72.26359599999999,43.852099666666675,16.12,23.74,0.95,0.85,0.897137,0.988064,0.988856
7,0.9631540000000001,0.968612,0.949993,0.957549,0.9719969999999999,0.5640390000000001,1.381541,0.698637,0.943923,0.9649469999999999,0.975583,40.263175,49.042202,49.350977,0.995826,0.991535,86.545897,46.218784666666664,4.34,6.12,0.81,0.76,0.974892,0.989884,0.989996
8,0.934212,0.9481879999999999,0.9087649999999999,0.9202540000000001,0.951958,0.5640390000000001,0.5640390000000001,0.515426,0.852758,0.906863,0.938045,35.198237,48.099042,48.658426,0.9880469999999999,0.972374,75.373092,43.985234999999996,13.41,19.65,1.01,0.89,0.925893,0.988118,0.988744
9,0.891561,0.926154,0.855183,0.868505,0.911414,0.543165,1.114311,0.31922,0.722765,0.8170109999999999,0.878707,32.634177,47.662052,48.15703,0.976665,0.9441959999999999,60.436209999999996,42.817753,23.98,35.45,1.11,0.99,0.854543,0.986401,0.987246
10,0.8971389999999999,0.9362799999999999,0.869409,0.8693139999999999,0.913449,0.543165,0.543165,0.370607,0.7401220000000001,0.827073,0.886717,32.708228999999996,47.811173,48.24624,0.9780530000000001,0.9475979999999999,62.05026899999999,42.92188066666666,23.58,34.85,1.08,0.97,0.86537,0.98692,0.987422
11,0.919667,0.949908,0.891898,0.8975049999999999,0.9364819999999999,0.533187,1.498253,0.46807200000000004,0.822975,0.883293,0.9229809999999999,35.16503,47.823231,48.469654,0.9853360000000001,0.9704290000000001,70.47547800000001,43.81930499999999,13.53,19.8,1.07,0.93,0.92079,0.987998,0.988449
12,0.9031459999999999,0.937444,0.870875,0.876765,0.923582,0.533187,0.533187,0.375268,0.748633,0.8298909999999999,0.8863280000000001,32.993737,47.185728000000005,47.845494,0.9768959999999999,0.9508479999999999,63.230412,42.674986333333344,22.14,32.64,1.24,1.07,0.877228,0.986377,0.987137
13,0.894136,0.943535,0.871275,0.8611030000000001,0.906344,0.890957,0.929276,0.380744,0.740391,0.819953,0.877035,32.993279,46.771899,47.48657,0.9735950000000001,0.9502430000000001,60.851402,42.41724933333333,22.18,32.64,1.37,1.16,0.883002,0.985432,0.985969
14,0.8590969999999999,0.905925,0.80535,0.838841,0.880167,0.776983,0.890957,0.290975,0.705993,0.803484,0.871669,32.782309999999995,46.892919,47.560976000000004,0.975052,0.949723,53.706917000000004,42.41206833333334,23.25,34.26,1.33,1.14,0.866637,0.985903,0.986234
15,0.849433,0.894966,0.787061,0.816713,0.88618,0.5266609999999999,0.776983,0.24843200000000001,0.675085,0.784925,0.860772,32.0189,46.638569,47.328332,0.973001,0.941332,50.882033,41.995267,27.67,40.85,1.41,1.2,0.842974,0.985142,0.985672
16,0.8657040000000001,0.904644,0.808962,0.848999,0.890014,0.5266609999999999,0.5266609999999999,0.276767,0.708386,0.808179,0.875618,32.538727,46.939849,47.670708000000005,0.976184,0.9492790000000001,55.21985600000001,42.38309466666667,24.56,36.24,1.32,1.11,0.862187,0.985917,0.986436
17,0.898014,0.925949,0.853734,0.8769620000000001,0.92461,0.810936,0.917983,0.392611,0.792506,0.8698469999999999,0.9162549999999999,33.42754,47.545378,48.270891999999996,0.982244,0.9607190000000001,65.774716,43.081269999999996,20.04,29.53,1.14,0.97,0.895897,0.987144,0.987761
18,0.924525,0.945607,0.899291,0.9183690000000001,0.932292,0.46881000000000006,0.810936,0.549459,0.880912,0.9240079999999999,0.947714,35.365486,47.671841,48.490049,0.9859100000000001,0.9774209999999999,74.53586999999999,43.842458666666666,12.94,18.9,1.11,0.92,0.94932,0.988442,0.989018
19,0.926483,0.9457780000000001,0.898092,0.9141610000000001,0.9418489999999999,0.46881000000000006,0.46881000000000006,0.508941,0.857419,0.9098450000000001,0.940058,34.442816,47.724878000000004,48.442531,0.984352,0.971562,73.929017,43.53674166666667,15.92,23.38,1.1,0.93,0.932096,0.987915,0.988525
20,0.94005,0.9596389999999999,0.9237489999999999,0.922759,0.9523719999999999,0.56414,0.9780040000000001,0.606992,0.9038799999999999,0.937687,0.954937,35.633468,48.129558,48.838570000000004,0.9863790000000001,0.978952,78.9128,44.200532,12.15,17.77,1.0,0.85,0.955779,0.989108,0.989498
21,0.921595,0.9470620000000001,0.9017379999999999,0.913291,0.9257129999999999,0.56414,0.56414,0.532647,0.870034,0.913475,0.9392659999999999,35.145996000000004,47.863191,48.646716,0.9843139999999999,0.97555,73.020315,43.885301,13.58,19.88,1.06,0.89,0.945178,0.988595,0.989102
22,0.905165,0.9325969999999999,0.8748290000000001,0.8823280000000001,0.925507,0.48323699999999997,0.64744,0.42179799999999995,0.8221940000000001,0.885167,0.9226340000000001,34.124704,47.391971999999996,48.174746,0.981728,0.9685590000000001,67.660615,43.230473999999994,17.13,25.15,1.19,0.99,0.921932,0.987872,0.988498
23,0.790822,0.8738290000000001,0.723638,0.742487,0.822207,0.48323699999999997,0.48323699999999997,0.170511,0.547569,0.67732,0.780503,29.922071999999996,45.781054,46.522448,0.948369,0.899016,34.909561,40.741858,44.66,66.2,1.72,1.45,0.770653,0.981946,0.983162
24,0.790485,0.8823190000000001,0.728163,0.7410640000000001,0.814895,0.632255,0.696383,0.18010199999999998,0.532249,0.656805,0.7633260000000001,29.915636,45.762513,46.422988000000004,0.9431700000000001,0.8957219999999999,33.794086,40.700379,44.73,66.3,1.73,1.48,0.777093,0.982043,0.98292
25,0.7832180000000001,0.872393,0.712443,0.731236,0.816136,0.632255,0.632255,0.162294,0.519844,0.652636,0.761039,29.567456,45.540195000000004,46.362082,0.9425680000000001,0.8875200000000001,32.764449,40.489911,48.44,71.83,1.82,1.5,0.753373,0.981629,0.983202
26,0.7806270000000001,0.870516,0.713133,0.725683,0.813489,0.589801,0.7770779999999999,0.161232,0.5237930000000001,0.65565,0.7630680000000001,29.564781,45.549294,46.348617,0.9427780000000001,0.8886290000000001,32.382143,40.487564,48.47,71.88,1.81,1.51,0.755562,0.981187,0.98269
27,0.789679,0.877682,0.7311529999999999,0.7441300000000001,0.811018,0.589801,0.589801,0.180713,0.547916,0.675995,0.779283,29.875248,45.706804,46.510646,0.9472959999999999,0.897882,34.605282,40.697566,45.14,66.92,1.75,1.45,0.773241,0.98176,0.983224
28,0.8879739999999999,0.9347280000000001,0.8590559999999999,0.866109,0.896603,0.519365,1.524813,0.40716399999999997,0.776258,0.851734,0.900065,32.666178,47.171415,48.029484000000004,0.9725809999999999,0.9556540000000001,61.596444999999996,42.622358999999996,23.84,35.19,1.25,1.02,0.904947,0.987905,0.988715
29,0.878926,0.922025,0.842038,0.8523219999999999,0.897717,0.519365,0.519365,0.383819,0.765977,0.844884,0.8959020000000001,32.399873,47.258004,48.07308,0.9718559999999999,0.953109,59.41559,42.576985666666666,25.32,37.42,1.22,1.01,0.895896,0.986985,0.987806
