Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,float_ms_ssim,vmaf,psnr_avg,mse_avg,mse_y,mse_u,mse_v,ssim_y,ssim_u,ssim_v
0,0.99772,0.998152,0.9971909999999999,0.997109,0.9980889999999999,0.0,0.0,0.9733850000000001,0.9971959999999999,0.998029,0.998374,56.656073,53.10219,54.033349,0.999944,0.999559,96.68515699999999,54.597204,0.19,0.14,0.32,0.26,0.998282,0.995646,0.996348
1,0.99746,0.996526,0.995624,0.997084,0.999,0.883843,0.95405,0.964542,0.99625,0.997611,0.998067,55.258264000000004,52.542979,53.839089,0.9999129999999999,0.999351,97.79418000000001,53.88011066666667,0.23,0.19,0.36,0.27,0.997767,0.99504,0.996112
2,0.9975120000000001,0.9970629999999999,0.9960110000000001,0.997246,0.998576,0.7165819999999999,0.883843,0.9676299999999999,0.99671,0.997936,0.9983770000000001,56.07745500000001,53.133334,54.309378,0.9999620000000001,0.9995059999999999,97.619404,54.506722333333336,0.2,0.16,0.32,0.24,0.998038,0.995482,0.996399
3,0.905999,0.968089,0.90044,0.868626,0.897525,0.7165819999999999,0.7165819999999999,0.803871,0.860138,0.87156,0.882534,36.358647,45.000710999999995,49.499823,0.993091,0.985512,63.642173,43.61972699999999,10.49,15.04,2.06,0.73,0.983222,0.984805,0.992466
4,0.977499,0.987762,0.96867,0.971126,0.9797379999999999,0.599807,1.026512,0.86866,0.929572,0.939541,0.9463739999999999,41.667893,47.297416,51.083859999999994,0.9981270000000001,0.995561,86.185451,46.683056333333326,3.24,4.43,1.21,0.51,0.992565,0.988736,0.994082
5,0.9586290000000001,0.973924,0.93615,0.951059,0.965075,0.582847,0.599807,0.870315,0.934515,0.945099,0.9517559999999999,42.918125,47.426988,51.080545,0.9983040000000001,0.996036,82.764719,47.141886,2.49,3.32,1.18,0.51,0.993025,0.98871,0.994033
6,0.940508,0.972951,0.916874,0.9104559999999999,0.9517559999999999,0.582847,0.582847,0.832132,0.8936290000000001,0.906114,0.9172100000000001,38.82691,46.405535,50.370307000000004,0.9968100000000001,0.992181,74.59655500000001,45.20091733333334,6.03,8.52,1.49,0.6,0.988613,0.987353,0.993425
7,0.9516389999999999,0.97316,0.9423,0.921235,0.962397,0.49807799999999997,0.762479,0.879192,0.9432,0.9534389999999999,0.960577,43.398317999999996,48.655896999999996,52.113268,0.9988530000000001,0.996906,82.212446,48.055827666666666,2.2,2.97,0.89,0.4,0.993893,0.990972,0.994961
8,0.821628,0.966959,0.864291,0.748294,0.7690060000000001,0.49807799999999997,0.49807799999999997,0.722675,0.764107,0.771736,0.780258,32.53025,42.231863,47.129813,0.980611,0.9651190000000001,36.720614000000005,40.630642,25.07,36.31,3.89,1.26,0.96862,0.977646,0.989727
9,0.9035700000000001,0.9681700000000001,0.902927,0.882885,0.8810950000000001,1.0197450000000001,1.067296,0.77446,0.829909,0.841266,0.8496239999999999,35.379362,44.385294,49.231262,0.9882620000000001,0.9798209999999999,60.148667,42.99863933333334,13.09,18.84,2.37,0.78,0.97977,0.983634,0.992365
