Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,float_ms_ssim,vmaf,psnr_avg,mse_avg,mse_y,mse_u,mse_v,ssim_y,ssim_u,ssim_v
0,0.9923549999999999,0.988296,0.983564,0.991029,0.998549,0.0,0.0,0.86777,0.990236,0.995295,0.9972040000000001,49.124594,47.935766,49.063453,0.9996379999999999,0.998124,95.250812,48.70793766666667,0.84,0.8,1.05,0.81,0.991511,0.986537,0.989541
1,0.9923780000000001,0.9873629999999999,0.983973,0.9912620000000001,0.9985860000000001,2.767484,2.767484,0.856942,0.9886020000000001,0.994725,0.996901,48.711802,47.368844,48.746509,0.999582,0.9979110000000001,98.889022,48.27571833333334,0.93,0.87,1.19,0.87,0.990828,0.984526,0.988663
2,0.9919530000000001,0.986699,0.9825969999999999,0.990958,0.998598,2.773622,2.878675,0.857057,0.9884870000000001,0.9945069999999999,0.9967469999999999,48.730354999999996,47.361101,48.736771000000005,0.999589,0.997934,98.781487,48.276075666666664,0.92,0.87,1.19,0.87,0.990871,0.984551,0.988606
3,0.9363530000000001,0.9668540000000001,0.91627,0.91737,0.945291,2.736761,2.773622,0.572873,0.7801710000000001,0.820059,0.83829,29.104125,39.176396999999994,41.614016,0.93652,0.941084,67.920902,36.63151266666666,55.34,79.92,7.86,4.48,0.94979,0.962828,0.978227
4,0.909408,0.954184,0.880634,0.8790190000000001,0.923791,2.736761,2.736761,0.5034689999999999,0.7210439999999999,0.776316,0.808229,28.9899,39.108437,41.54195,0.935898,0.9368040000000001,59.47362,36.546762333333334,56.79,82.05,7.98,4.56,0.939433,0.963564,0.978248
5,0.9265629999999999,0.96396,0.9100090000000001,0.9008889999999999,0.93555,2.676158,2.9291400000000003,0.542497,0.755185,0.802793,0.827217,29.538608,39.263481,41.809631,0.939232,0.941959,64.682036,36.87057333333333,50.21,72.31,7.7,4.29,0.947333,0.963095,0.978312
6,0.909422,0.9519040000000001,0.8817799999999999,0.87885,0.9243600000000001,2.676158,2.676158,0.505504,0.727258,0.782377,0.814571,29.589459,39.392709,41.805372,0.9399879999999999,0.9399850000000001,59.9703,36.92918,49.61,71.47,7.48,4.29,0.940431,0.963378,0.978437
7,0.892349,0.947593,0.8623719999999999,0.8579469999999999,0.905682,2.698915,2.698915,0.471132,0.695181,0.757844,0.797672,29.546984000000002,39.427702000000004,41.836263,0.9412370000000001,0.9384040000000001,55.107209999999995,36.936983000000005,50.06,72.17,7.42,4.26,0.933773,0.959816,0.975973
8,0.834391,0.9284629999999999,0.795167,0.796029,0.839414,2.602107,2.77255,0.398104,0.5986020000000001,0.666832,0.715356,26.026149,36.649617,39.127883000000004,0.9046569999999999,0.899407,38.162301,33.93454966666667,111.91,162.35,14.06,7.95,0.899078,0.95129,0.968604
9,0.8264040000000001,0.924385,0.78442,0.782613,0.8346969999999999,2.514345,2.602107,0.383398,0.590485,0.661094,0.7112149999999999,26.042391000000002,36.655932,39.158592,0.9042319999999999,0.897224,36.479574,33.952305,111.49,161.75,14.04,7.89,0.895377,0.950094,0.968144
