Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,float_ms_ssim,vmaf,psnr_avg,mse_avg,mse_y,mse_u,mse_v,ssim_y,ssim_u,ssim_v
0,0.9914360000000001,0.982561,0.9797680000000001,0.9913799999999999,0.997534,0.0,0.0,0.876296,0.9897819999999999,0.9956809999999999,0.9977520000000001,47.700619,51.840462,51.772966,0.997274,0.998569,95.108503,50.43801566666667,0.88,1.1,0.43,0.43,0.992644,0.993507,0.993232
1,0.99275,0.980836,0.9824299999999999,0.993822,0.998425,7.679514999999999,7.679514999999999,0.864195,0.9893149999999999,0.9955459999999999,0.997762,47.0629,51.648902,51.686165,0.99713,0.998483,100.0,50.132655666666665,1.0,1.28,0.44,0.44,0.992059,0.99328,0.993139
2,0.992943,0.979417,0.9782860000000001,0.9955799999999999,0.999337,8.322851,8.322851,0.867276,0.9918319999999999,0.996552,0.9981780000000001,47.143242,51.754056,51.958476,0.9973639999999999,0.9985799999999999,100.0,50.285258,0.98,1.26,0.43,0.41,0.992655,0.993488,0.993653
3,0.663482,0.906457,0.694878,0.5770609999999999,0.643708,8.91049,9.124414,0.113516,0.218691,0.287519,0.365032,23.609533,44.670213000000004,47.479269,0.637865,0.731529,16.07314,38.58633833333334,189.38,283.22,2.22,1.16,0.616931,0.971493,0.983503
4,0.640986,0.902551,0.6738069999999999,0.542812,0.6236520000000001,8.91049,8.91049,0.11076300000000001,0.20758600000000002,0.26774000000000003,0.334731,23.373663,44.459669,47.505396999999995,0.634858,0.720582,13.727492999999999,38.446243,199.93,299.03,2.33,1.15,0.622525,0.97093,0.983779
5,0.6034470000000001,0.905516,0.690563,0.545728,0.534021,9.358573,9.358573,0.09804199999999999,0.174558,0.21776500000000001,0.26271,22.424572,43.604908,47.08482,0.586681,0.654818,11.674692,37.70476666666667,248.73,372.07,2.84,1.27,0.593521,0.966424,0.983093
6,0.620893,0.9139780000000001,0.71524,0.5506300000000001,0.5574640000000001,10.701439,10.912881,0.104749,0.18338,0.22577399999999997,0.26869299999999996,22.624177,43.750831,47.278042,0.599017,0.6641640000000001,13.846245000000001,37.88435,237.56,355.36,2.74,1.22,0.605042,0.967882,0.983986
7,0.605594,0.917954,0.7112569999999999,0.5539609999999999,0.522479,10.701439,10.701439,0.099841,0.174485,0.213362,0.250249,22.284138000000002,43.402998,46.987639,0.581026,0.640583,12.796125,37.558258333333335,256.91,384.3,2.97,1.3,0.591928,0.966087,0.983189
8,0.513518,0.894774,0.630558,0.47625,0.40178,11.117656,11.117656,0.069781,0.115757,0.134016,0.147198,19.551858,41.466060999999996,45.409794,0.478732,0.44787299999999997,9.59965,35.475904333333325,481.71,720.93,4.64,1.87,0.522687,0.959517,0.980757
9,0.524529,0.8930600000000001,0.62803,0.46751800000000004,0.42851300000000003,11.191211000000001,11.191211000000001,0.070999,0.115817,0.132801,0.143773,19.379692000000002,41.385515000000005,45.347246000000005,0.478433,0.44083599999999995,10.576386,35.370817666666674,501.16,750.09,4.73,1.9,0.521706,0.959498,0.980827
10,0.5460079999999999,0.9013190000000001,0.636419,0.48320100000000005,0.458458,11.431503,11.431503,0.07487200000000001,0.120806,0.137147,0.146861,19.396217,41.312314,45.252274,0.487099,0.442485,12.110482000000001,35.32026833333333,499.28,747.24,4.81,1.94,0.531656,0.960277,0.980972
11,0.557311,0.9003399999999999,0.6600699999999999,0.504628,0.466898,11.611946000000001,11.611946000000001,0.076365,0.12166700000000001,0.138744,0.148311,19.203184,41.249524,45.164493,0.489113,0.43733299999999997,13.097858,35.20573366666667,521.94,781.2,4.88,1.98,0.535259,0.960535,0.981001
12,0.5410510000000001,0.901957,0.664326,0.5129020000000001,0.422554,11.799773,11.799773,0.080967,0.12481500000000001,0.140649,0.148085,19.241053,41.340303999999996,45.284162,0.492034,0.440572,11.561402000000001,35.28850633333334,517.4,774.42,4.78,1.93,0.539253,0.962091,0.981715
13,0.523554,0.900077,0.675859,0.471634,0.400816,11.858183,12.251710000000001,0.08025399999999999,0.11953,0.131732,0.133933,18.338147,40.678025,44.767361,0.48258500000000004,0.399554,10.718138,34.594511000000004,636.87,953.38,5.56,2.17,0.536498,0.960676,0.981104
14,0.49114399999999997,0.8997709999999999,0.651971,0.44512700000000005,0.358927,11.858183,11.858183,0.079164,0.115623,0.126853,0.129876,18.223651999999998,40.544796999999996,44.667041,0.47645299999999996,0.391359,8.525506,34.478496666666665,653.89,978.85,5.74,2.22,0.532048,0.960002,0.980817
15,0.516772,0.910758,0.680171,0.46924399999999994,0.385257,11.877898,11.877898,0.08316599999999999,0.11913800000000001,0.130277,0.133998,18.270478,40.535253000000004,44.732832,0.478962,0.395967,10.202378,34.51285433333334,646.89,968.35,5.75,2.19,0.534066,0.960167,0.981337
16,0.547262,0.9137149999999999,0.686973,0.5026649999999999,0.42593500000000006,12.074734,12.074734,0.089531,0.12975,0.142002,0.14639100000000002,18.612945,40.842295,44.933186,0.501321,0.423134,11.915802000000001,34.796142,597.86,894.92,5.36,2.09,0.553737,0.962599,0.982296
17,0.563499,0.908924,0.68006,0.54167,0.44223,11.412359,12.089673,0.09289700000000001,0.136872,0.150678,0.15725799999999998,18.597534,40.97064,45.001582,0.513165,0.43727200000000005,12.298456,34.856585333333335,599.95,898.1,5.2,2.06,0.563972,0.963607,0.9828
18,0.518486,0.906072,0.661834,0.48433699999999996,0.38800999999999997,11.273710000000001,11.412359,0.080127,0.114946,0.125128,0.12805899999999998,17.478379,40.406928,44.56496,0.470689,0.37813,10.395017,34.150089,776.1,1162.1,5.92,2.27,0.527745,0.961039,0.981673
19,0.523926,0.9042969999999999,0.642825,0.48499200000000003,0.39767199999999997,11.273710000000001,11.273710000000001,0.082322,0.11695699999999999,0.126723,0.127913,17.72821,40.681701000000004,44.712909,0.485279,0.39271,10.671609,34.37427333333334,732.71,1097.13,5.56,2.2,0.54144,0.963641,0.982591
20,0.5359649999999999,0.901819,0.642872,0.483753,0.42141000000000006,11.741532000000001,11.949264,0.087128,0.122524,0.131881,0.132399,17.963112,40.90061,44.875782,0.501505,0.408451,11.46011,34.57983466666666,694.15,1039.37,5.28,2.12,0.557857,0.965266,0.9833
21,0.522975,0.9054469999999999,0.644121,0.5003340000000001,0.38544,11.024885000000001,11.741532000000001,0.087739,0.12328599999999999,0.13234100000000001,0.132549,17.930902,40.837441999999996,44.895393,0.500049,0.404959,9.893631,34.554579,699.31,1047.1,5.36,2.11,0.557237,0.965218,0.983309
22,0.519317,0.893854,0.641131,0.480365,0.394538,10.779371000000001,11.024885000000001,0.086039,0.12197100000000001,0.131536,0.131546,17.800399,40.663484999999994,44.775985999999996,0.49576800000000004,0.395444,9.561115,34.413289999999996,720.66,1079.05,5.58,2.17,0.552238,0.964644,0.98299
23,0.49947299999999994,0.901183,0.620772,0.44329399999999997,0.371096,10.779371000000001,10.779371000000001,0.08719600000000001,0.119582,0.12548,0.122938,17.287576,40.421872,44.470236,0.490803,0.363063,8.335045,34.05989466666667,810.9,1214.29,5.9,2.32,0.552551,0.96674,0.983599
24,0.509825,0.9102450000000001,0.648089,0.442687,0.375298,11.270197999999999,11.373304,0.09244400000000001,0.12490699999999999,0.130199,0.127224,17.275909,40.545066999999996,44.556045000000005,0.503009,0.373589,8.953000999999999,34.125673666666664,813.04,1217.56,5.74,2.28,0.564877,0.969085,0.984764
25,0.49361499999999997,0.902689,0.6364920000000001,0.438572,0.353935,10.961455,11.270197999999999,0.090891,0.12346800000000001,0.129407,0.125173,17.110971,40.474410999999996,44.522249,0.5028199999999999,0.37249499999999997,7.6341779999999995,34.035877,844.48,1264.69,5.83,2.3,0.563915,0.968753,0.984761
26,0.47828999999999994,0.896329,0.6302479999999999,0.41598100000000005,0.336911,10.961455,10.961455,0.093302,0.12628699999999998,0.13319,0.129437,17.074295000000003,40.538187,44.557547,0.512123,0.37738299999999997,6.169181,34.056676333333336,851.61,1275.41,5.74,2.28,0.572796,0.969854,0.985214
27,0.510119,0.900388,0.635011,0.41783100000000006,0.397542,11.013025,11.013025,0.098505,0.133651,0.141781,0.135966,17.045172,40.558443,44.52948,0.528043,0.386768,7.9551110000000005,34.044365,857.33,1283.99,5.72,2.29,0.586836,0.971415,0.985647
28,0.48006899999999997,0.921125,0.66972,0.422637,0.304881,11.220945,11.220945,0.099502,0.131577,0.137578,0.131631,16.668663000000002,40.304457,44.205234999999995,0.517752,0.360736,5.986419000000001,33.72611833333333,934.94,1400.28,6.06,2.47,0.580546,0.971001,0.985412
29,0.477254,0.921236,0.6508229999999999,0.444018,0.290557,11.363425,11.363425,0.09976900000000001,0.132641,0.139281,0.134053,16.607395999999998,40.338817999999996,44.188516,0.521201,0.36238000000000004,5.737647,33.711576666666666,948.2,1420.17,6.01,2.48,0.582088,0.97158,0.98567
30,0.5092979999999999,0.918299,0.674759,0.478224,0.32981900000000003,11.610475,11.610475,0.101353,0.134878,0.143272,0.139449,16.543421,40.320256,44.110506,0.523704,0.37027899999999997,8.098061999999999,33.658061,962.26,1441.25,6.04,2.52,0.58134,0.971102,0.985343
