Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,float_ms_ssim,vmaf,psnr_avg,mse_avg,mse_y,mse_u,mse_v,ssim_y,ssim_u,ssim_v
0,0.9891409999999999,0.980749,0.9791629999999999,0.990401,0.9967590000000001,0.0,0.0,0.692857,0.988417,0.994643,0.996749,45.690163,45.234615000000005,46.569339,0.9996219999999999,0.996251,94.590559,45.83137233333334,1.73,1.75,1.95,1.43,0.977711,0.972595,0.978784
1,0.982626,0.9724950000000001,0.967881,0.983403,0.993532,0.8133020000000001,0.8133020000000001,0.559218,0.974015,0.9885639999999999,0.9934440000000001,43.280215999999996,42.334948,44.7246,0.9989239999999999,0.9921559999999999,93.814049,43.446588,3.04,3.06,3.8,2.19,0.961785,0.946646,0.967819
2,0.982778,0.972806,0.9680860000000001,0.983392,0.993691,0.8552219999999999,0.8552219999999999,0.560009,0.973766,0.9883129999999999,0.993168,43.29828,42.386205,44.739002,0.998941,0.992174,93.863579,43.47449566666666,3.02,3.04,3.75,2.18,0.961841,0.947151,0.967819
3,0.9656389999999999,0.9682120000000001,0.9485629999999999,0.959842,0.9765209999999999,0.7922060000000001,1.158331,0.494867,0.9437610000000001,0.969432,0.9797620000000001,40.910457,40.456006,43.830921000000004,0.9968819999999999,0.9867379999999999,88.245784,41.73246133333334,4.94,5.27,5.85,2.69,0.946896,0.920758,0.961064
4,0.9534290000000001,0.9550190000000001,0.9199229999999999,0.945549,0.974015,0.7922060000000001,0.7922060000000001,0.464904,0.9145,0.9499489999999999,0.967408,40.011577,41.324875,44.624398,0.99495,0.9857360000000001,83.8653,41.98695,5.5,6.49,4.79,2.24,0.950083,0.936008,0.967749
5,0.9662729999999999,0.962829,0.940638,0.9601879999999999,0.9841139999999999,0.785825,0.9467059999999999,0.49473100000000003,0.942902,0.9709760000000001,0.982991,41.758661,41.051138,44.307963,0.998072,0.988943,88.69592800000001,42.372587333333335,4.14,4.34,5.1,2.41,0.953229,0.929474,0.965075
6,0.961425,0.9660340000000001,0.944232,0.952478,0.9736030000000001,0.785825,0.785825,0.5025569999999999,0.941616,0.966198,0.9758870000000001,40.52883,40.893784000000004,44.256446999999994,0.994835,0.986569,86.86764699999999,41.89302033333333,5.13,5.76,5.29,2.44,0.952937,0.928958,0.964674
7,0.976398,0.9703639999999999,0.9582139999999999,0.9756809999999999,0.98826,0.730504,0.8328979999999999,0.514007,0.959353,0.9812700000000001,0.989074,41.873403,40.496818,43.908795,0.9982190000000001,0.988449,91.734008,42.09300533333333,4.22,4.22,5.8,2.64,0.949747,0.920718,0.961521
8,0.965399,0.967111,0.9484040000000001,0.9631350000000001,0.9742360000000001,0.730504,0.730504,0.523187,0.9493889999999999,0.9713860000000001,0.979342,41.037793,41.229494,44.528418,0.99635,0.988893,88.119867,42.265235000000004,4.61,5.12,4.9,2.29,0.956981,0.935022,0.96731
9,0.958219,0.960975,0.932945,0.95165,0.973399,0.760235,0.760235,0.47790200000000005,0.931414,0.9624,0.974878,40.919796000000005,40.707507,44.163861,0.9970600000000001,0.987598,85.951389,41.930388,4.84,5.26,5.52,2.49,0.950896,0.925687,0.964109
10,0.9720040000000001,0.972851,0.961731,0.9688620000000001,0.978617,0.754305,0.785563,0.52753,0.961385,0.979375,0.984974,41.012011,40.35624,43.892389,0.9964069999999999,0.9873649999999999,90.386599,41.753546666666665,4.87,5.15,5.99,2.65,0.950179,0.920311,0.961735
11,0.9695389999999999,0.969088,0.952883,0.965219,0.9806020000000001,0.729698,0.754305,0.525089,0.953734,0.973822,0.9806469999999999,40.473925,40.724579,44.220379,0.9942120000000001,0.9866010000000001,89.222408,41.806294333333334,5.21,5.83,5.5,2.46,0.954335,0.927642,0.965061
