Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,float_ms_ssim,vmaf,psnr_avg,mse_avg,mse_y,mse_u,mse_v,ssim_y,ssim_u,ssim_v
0,0.9727530000000001,0.988719,0.9752860000000001,0.9536600000000001,0.9495040000000001,0.0,0.0,0.9648469999999999,0.9955450000000001,0.996783,0.9965200000000001,52.52964,51.749478,52.71428,0.998452,0.9987,91.042941,52.33113266666667,0.37,0.36,0.43,0.35,0.995786,0.997379,0.996893
1,0.973467,0.98854,0.9756540000000001,0.955674,0.95185,1.081019,1.081019,0.965097,0.995016,0.996533,0.9960760000000001,52.619958,51.845979,52.631882,0.998346,0.9987229999999999,92.623632,52.36593966666666,0.37,0.36,0.43,0.35,0.995837,0.997209,0.996729
2,0.972219,0.9886020000000001,0.9754510000000001,0.955051,0.9449489999999999,1.1511930000000001,1.1511930000000001,0.9643379999999999,0.9946010000000001,0.9961639999999999,0.996511,52.521133999999996,51.634175,52.563914000000004,0.998325,0.9986790000000001,92.463184,52.239741,0.38,0.36,0.45,0.36,0.995756,0.997263,0.996774
3,0.96562,0.988466,0.9746229999999999,0.950709,0.910856,1.1888299999999998,1.1888299999999998,0.956205,0.9849030000000001,0.982783,0.9768100000000001,42.887208,51.725207,52.649069999999995,0.9973280000000001,0.995129,88.877086,49.08716166666667,2.36,3.34,0.44,0.35,0.994964,0.997231,0.996746
4,0.9682620000000001,0.9882879999999999,0.9744799999999999,0.950895,0.9280219999999999,1.192503,1.192503,0.956046,0.9839700000000001,0.9818540000000001,0.976582,42.560226,52.041548,52.76774,0.9972790000000001,0.9949680000000001,89.391766,49.12317133333334,2.53,3.61,0.41,0.34,0.995042,0.997134,0.996789
5,0.9669049999999999,0.988389,0.9747459999999999,0.9528129999999999,0.917586,1.251012,1.251012,0.9548129999999999,0.9833540000000001,0.9812850000000001,0.975076,42.263795,51.926621000000004,52.766237,0.997152,0.9947520000000001,89.028897,48.985550999999994,2.7,3.86,0.42,0.34,0.994909,0.997104,0.996813
6,0.969192,0.988353,0.97504,0.9551629999999999,0.929351,1.299708,1.299708,0.955314,0.983975,0.981815,0.9748180000000001,42.145925,52.104143,52.776773,0.99713,0.994851,89.596585,49.008947,2.77,3.97,0.4,0.34,0.99492,0.997133,0.996754
7,0.968917,0.988426,0.975068,0.956466,0.927375,1.3180690000000002,1.3180690000000002,0.953831,0.9832559999999999,0.9813129999999999,0.9730129999999999,41.938092,52.072486,52.910256000000004,0.997049,0.994721,89.39316099999999,48.97361133333334,2.9,4.16,0.4,0.33,0.994767,0.997194,0.996815
8,0.957519,0.9882290000000001,0.97429,0.945318,0.876584,1.36043,1.360431,0.928732,0.951493,0.9405950000000001,0.916479,36.349565999999996,52.076628,53.070489,0.993209,0.983775,80.725889,47.165561,10.17,15.07,0.4,0.32,0.992147,0.997149,0.996821
9,0.9536379999999999,0.988032,0.974432,0.9440799999999999,0.85901,1.34473,1.36043,0.9270459999999999,0.948576,0.9367610000000001,0.9117270000000001,36.209603,52.002965,53.19236899999999,0.9929879999999999,0.9831270000000001,79.341084,47.134978999999994,10.5,15.56,0.41,0.31,0.992002,0.997149,0.996841
