Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,float_ms_ssim,vmaf,psnr_avg,mse_avg,mse_y,mse_u,mse_v,ssim_y,ssim_u,ssim_v
0,1.000628,0.9951530000000001,0.9978940000000001,1.002368,1.001702,0.0,0.0,0.9700850000000001,0.99903,0.9996510000000001,0.999712,54.963861,53.845059,55.892936999999996,0.9997280000000001,0.999668,97.50680200000001,54.900619,0.21,0.21,0.27,0.17,0.998009,0.995939,0.997413
1,1.0004979999999999,0.9932700000000001,0.997976,1.002481,1.00177,0.459779,0.459779,0.964392,0.998484,0.999233,0.9995299999999999,54.265882999999995,53.708307999999995,55.83635699999999,0.999677,0.99961,98.075677,54.60351599999999,0.24,0.24,0.28,0.17,0.99773,0.99586,0.997394
2,1.0006110000000001,0.992976,0.997883,1.002794,1.001925,0.35742399999999996,0.485275,0.964169,0.9984299999999999,0.999267,0.999498,54.282976,53.653957999999996,55.756785,0.999683,0.999617,97.95766400000001,54.564572999999996,0.24,0.24,0.28,0.17,0.997741,0.995774,0.997338
3,0.9887540000000001,0.9826239999999999,0.976183,0.98777,0.9944430000000001,0.35742399999999996,0.35742399999999996,0.8883629999999999,0.966291,0.9787549999999999,0.9849459999999999,45.744464,53.326229000000005,55.407211,0.998699,0.9987729999999999,93.13124499999999,51.49263466666667,1.24,1.73,0.3,0.19,0.995726,0.995523,0.997158
4,0.9951840000000001,0.9874379999999999,0.9859829999999999,0.995318,0.999605,0.274291,0.405855,0.9192540000000001,0.9827030000000001,0.9901540000000001,0.993506,48.412085999999995,53.515237,55.617229,0.999318,0.9992979999999999,95.679374,52.51485066666667,0.7,0.94,0.29,0.18,0.996902,0.995691,0.99728
5,0.982741,0.9765010000000001,0.967037,0.9829680000000001,0.988712,0.274291,0.274291,0.8862760000000001,0.965152,0.978411,0.984632,45.238451,53.35911899999999,55.478559,0.998815,0.9988549999999999,91.66908000000001,51.35870966666666,1.38,1.95,0.3,0.18,0.995856,0.995578,0.997208
6,0.996367,0.9896809999999999,0.9891989999999999,0.9966510000000001,0.999873,0.249241,0.381019,0.932109,0.9876799999999999,0.9930030000000001,0.995231,50.110149,53.582678,55.67151,0.9994209999999999,0.9993879999999999,96.194699,53.12144566666666,0.5,0.63,0.29,0.18,0.997158,0.995722,0.997307
7,0.991208,0.984605,0.9817440000000001,0.9919319999999999,0.9951260000000001,0.249241,0.249241,0.919475,0.981605,0.988823,0.9919469999999999,48.471173,53.08973100000001,55.31994399999999,0.999179,0.9991629999999999,94.591411,52.29361600000001,0.7,0.92,0.32,0.19,0.996732,0.995254,0.997088
8,0.986124,0.979049,0.973037,0.9852549999999999,0.992152,0.304962,0.304962,0.875659,0.953578,0.964568,0.968609,40.802001000000004,51.347698,53.977411,0.9918399999999999,0.9916450000000001,90.532037,48.70903666666666,3.73,5.41,0.48,0.26,0.992718,0.9947,0.996819
9,0.984432,0.9773379999999999,0.969143,0.9839680000000001,0.990886,0.319883,0.319883,0.8583559999999999,0.940933,0.9527690000000001,0.957092,36.389258,48.719972,51.516134,0.986806,0.985367,88.734691,45.541788,10.18,14.93,0.88,0.47,0.989716,0.994428,0.996626
10,0.991475,0.983922,0.980661,0.992135,0.9960620000000001,0.605107,0.605107,0.880861,0.944292,0.950184,0.951401,33.431788,46.181940999999995,49.146921999999996,0.98182,0.976909,90.099306,42.920217,20.06,29.51,1.58,0.8,0.988402,0.994291,0.996557
11,0.9956729999999999,0.988991,0.989167,0.996959,0.9984139999999999,0.828873,0.828873,0.898149,0.9488469999999999,0.9510190000000001,0.950361,31.437369,45.084322,48.22871,0.98051,0.9702860000000001,91.285392,41.583467000000006,31.63,46.7,2.03,0.99,0.988241,0.994124,0.996415
12,0.9974790000000001,0.9914459999999999,0.9931700000000001,0.9987530000000001,0.9994200000000001,1.097699,1.097699,0.9132,0.9536209999999999,0.953925,0.95199,29.707417,45.115297,47.954603000000006,0.98159,0.9682,92.315054,40.925772333333335,46.87,69.56,2.01,1.05,0.988712,0.994411,0.996561
13,0.9939379999999999,0.987511,0.985843,0.9948620000000001,0.9973040000000001,1.3224690000000001,1.3224690000000001,0.888258,0.9481649999999999,0.952651,0.9513719999999999,28.555735,44.801428,48.061263000000004,0.983884,0.976658,91.713329,40.47280866666667,60.97,90.68,2.16,1.02,0.987472,0.994279,0.996525
14,0.9941399999999999,0.9866729999999999,0.985825,0.995152,0.997762,1.363089,1.396989,0.905071,0.968925,0.974195,0.9722870000000001,30.998447,47.255627000000004,51.96389,0.9914799999999999,0.987949,94.47389,43.405988,34.71,51.67,1.23,0.41,0.991376,0.994536,0.996644
15,0.994806,0.987525,0.985507,0.9953350000000001,0.998958,0.8202969999999999,1.363089,0.906869,0.9728610000000001,0.979908,0.980402,34.641387,48.961721000000004,52.69325799999999,0.9943139999999999,0.990715,94.796818,45.432122,15.08,22.33,0.83,0.35,0.993946,0.994596,0.996685
16,0.997223,0.9894860000000001,0.990223,0.997308,1.0010430000000001,0.566691,0.8202969999999999,0.9236049999999999,0.981786,0.987489,0.987502,36.81234,50.852731,53.491710999999995,0.99534,0.993289,95.923766,47.05226066666666,9.17,13.55,0.54,0.29,0.994542,0.994897,0.99678
17,0.990656,0.982452,0.97844,0.9897950000000001,0.996675,0.566691,0.566691,0.8932610000000001,0.9681379999999999,0.979051,0.982592,38.791318,51.606744,53.762829,0.9963350000000001,0.9953719999999999,93.66256800000001,48.05363033333333,5.85,8.59,0.45,0.27,0.994462,0.994935,0.996745
18,0.9887889999999999,0.984927,0.9819110000000001,0.989549,0.9912780000000001,0.5758949999999999,0.59942,0.878805,0.949293,0.959525,0.961726,35.635124,49.891982,51.370576,0.993497,0.992965,90.701251,45.63256066666667,12.03,17.77,0.67,0.47,0.991991,0.994163,0.996242
19,0.9904870000000001,0.989979,0.9884569999999999,0.9929540000000001,0.989793,0.5758949999999999,0.5758949999999999,0.886818,0.941991,0.947923,0.947351,33.125640999999995,49.257597,50.082452,0.9898319999999999,0.988992,89.428997,44.155229999999996,21.34,31.66,0.77,0.64,0.989607,0.993817,0.996104
