Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,float_ms_ssim,vmaf,psnr_avg,mse_avg,mse_y,mse_u,mse_v,ssim_y,ssim_u,ssim_v
0,0.995683,0.9878389999999999,0.989149,0.997217,0.999959,0.0,0.0,0.815873,0.9939049999999999,0.9971639999999999,0.9981530000000001,48.551916999999996,45.82905,46.741834999999995,0.9993489999999999,0.998316,96.16844,47.04093399999999,1.12,0.91,1.7,1.38,0.988711,0.977777,0.981371
1,0.989577,0.9784,0.9770409999999999,0.990489,0.997669,0.6762859999999999,0.683098,0.6398010000000001,0.973101,0.987187,0.992549,44.211329,41.398863,42.909985,0.996828,0.993626,94.888148,42.840059,2.98,2.47,4.71,3.33,0.969572,0.936328,0.954456
2,0.9888459999999999,0.979038,0.977649,0.9891399999999999,0.99634,0.662275,0.6762859999999999,0.645722,0.973974,0.987117,0.9918370000000001,44.372563,41.691749,43.210956,0.9972,0.994208,94.64780999999999,43.091756000000004,2.84,2.38,4.4,3.1,0.971109,0.940961,0.957051
3,0.9675540000000001,0.9681709999999999,0.94971,0.960873,0.977924,0.662275,0.662275,0.59033,0.932587,0.955417,0.966828,40.657556,39.556087,41.609352,0.991915,0.987975,86.645362,40.607665,5.67,5.59,7.2,4.49,0.95706,0.910689,0.939855
4,0.970802,0.9680629999999999,0.9525819999999999,0.966369,0.9811209999999999,0.655217,0.684721,0.612907,0.9394889999999999,0.958945,0.969116,41.024149,40.515048,42.488004,0.992632,0.9894430000000001,87.64169100000001,41.34240033333333,5.0,5.14,5.78,3.67,0.962959,0.928796,0.95219
5,0.9669909999999999,0.9667309999999999,0.9475469999999999,0.9621700000000001,0.9770530000000001,0.655217,0.655217,0.599691,0.9335690000000001,0.9550549999999999,0.9661139999999999,40.396583,40.107966,42.180341999999996,0.991442,0.98787,86.429629,40.89496366666666,5.67,5.94,6.34,3.94,0.960513,0.921004,0.947442
6,0.966572,0.966268,0.942664,0.9629540000000001,0.977577,0.668164,0.668164,0.602438,0.9336399999999999,0.954882,0.9664530000000001,40.280871999999995,40.370961,42.378147,0.9916659999999999,0.988373,86.37071800000001,41.009993333333334,5.69,6.1,5.97,3.76,0.961287,0.925184,0.949779
7,0.964744,0.9668190000000001,0.940103,0.961464,0.974908,0.673871,0.673871,0.591739,0.9311590000000001,0.953426,0.965209,39.788982,39.727649,41.663257,0.9908290000000001,0.9869829999999999,85.839999,40.393296,6.44,6.83,6.92,4.43,0.956151,0.913929,0.941464
8,0.953725,0.9650350000000001,0.933817,0.949206,0.959485,0.6862689999999999,0.6862689999999999,0.5950489999999999,0.905457,0.9258719999999999,0.9379129999999999,37.152081,39.85541,42.042041,0.9831620000000001,0.9806299999999999,80.181915,39.68317733333333,10.15,12.53,6.72,4.06,0.955993,0.927093,0.949549
9,0.9512879999999999,0.965461,0.9337340000000001,0.9466100000000001,0.955256,0.709047,0.7110029999999999,0.585337,0.904351,0.926318,0.938742,36.908749,39.821166,42.118564,0.9825799999999999,0.979992,79.793501,39.61615966666667,10.63,13.25,6.78,3.99,0.955529,0.925945,0.950529
10,0.952465,0.9656389999999999,0.9383940000000001,0.95116,0.953462,0.702508,0.709047,0.578869,0.905194,0.926939,0.939451,36.477275,39.181523,41.456058,0.981096,0.977989,80.12895,39.03828533333333,11.84,14.63,7.85,4.65,0.949507,0.91263,0.940199
11,0.950317,0.9647129999999999,0.9357190000000001,0.949801,0.9505959999999999,0.702508,0.702508,0.585888,0.9038010000000001,0.924846,0.9366180000000001,36.453226,39.827027,42.282776,0.9819760000000001,0.979283,79.353432,39.521009666666664,11.58,14.71,6.77,3.84,0.955736,0.926833,0.95145
12,0.950536,0.966183,0.936002,0.942931,0.954741,0.721615,0.721615,0.593545,0.902066,0.922025,0.933116,36.27433,39.973681,42.167434,0.9818450000000001,0.979245,79.022098,39.471815,11.97,15.33,6.54,3.95,0.956024,0.930535,0.951965
13,0.937683,0.965059,0.926369,0.924158,0.9400569999999999,0.726949,0.726949,0.563488,0.8770540000000001,0.897668,0.9074909999999999,34.253143,38.780031,41.386962,0.9735739999999999,0.9706459999999999,73.458607,38.14004533333333,18.5,24.42,8.61,4.72,0.948898,0.9167,0.94399
14,0.9398,0.96373,0.929249,0.932002,0.9395479999999999,0.776904,0.776904,0.570745,0.880267,0.899719,0.909248,34.195609000000005,39.271322999999995,41.87599,0.9744299999999999,0.971693,74.15767,38.447640666666665,18.48,24.75,7.69,4.22,0.952428,0.927857,0.951629
15,0.939292,0.965929,0.9301440000000001,0.937573,0.9338049999999999,0.8124180000000001,0.8124180000000001,0.573847,0.883742,0.902581,0.9119700000000001,34.32002,39.10242,41.812,0.974716,0.9717469999999999,74.403222,38.41148,18.08,24.05,8.0,4.28,0.952589,0.923827,0.950106
16,0.939421,0.9669409999999999,0.932565,0.9406,0.9310129999999999,0.755674,0.820577,0.584558,0.889223,0.9066700000000001,0.91565,34.531196,39.590971,42.359556,0.9758950000000001,0.9728190000000001,74.776718,38.827241,17.09,22.91,7.14,3.78,0.955463,0.933096,0.955572
17,0.937845,0.9674020000000001,0.934041,0.935942,0.929459,0.7379319999999999,0.755674,0.570435,0.884649,0.9034260000000001,0.9126690000000001,34.481181,38.815319,41.618559999999995,0.975814,0.9721559999999999,74.101831,38.305020000000006,17.62,23.17,8.54,4.48,0.950625,0.916736,0.945369
18,0.933733,0.9679530000000001,0.934117,0.9403030000000001,0.9169780000000001,0.7379319999999999,0.7379319999999999,0.576104,0.881324,0.898457,0.905632,33.578983,38.773765000000004,41.898948,0.9716870000000001,0.967825,72.500422,38.08389866666667,21.15,28.52,8.62,4.2,0.952746,0.925735,0.951735
19,0.943983,0.9693780000000001,0.9387040000000001,0.9518979999999999,0.931584,0.7705989999999999,0.7705989999999999,0.581621,0.8914610000000001,0.909417,0.917805,33.92106,38.873484000000005,42.008227000000005,0.973454,0.969939,76.036082,38.26759033333334,19.66,26.36,8.43,4.1,0.954108,0.928585,0.953713
20,0.951299,0.9695860000000001,0.945133,0.9548700000000001,0.944421,0.7942319999999999,0.819013,0.587284,0.901473,0.920264,0.930008,33.928602000000005,38.483017,41.524390000000004,0.974025,0.9705290000000001,78.97421800000001,37.97866966666667,19.84,26.32,9.22,4.58,0.950408,0.919951,0.945794
21,0.9580649999999999,0.969002,0.9448799999999999,0.9513309999999999,0.9629719999999999,0.7942319999999999,0.7942319999999999,0.5913970000000001,0.9034709999999999,0.922925,0.933572,34.180547999999995,38.930369,42.107036,0.9754510000000001,0.972831,80.787313,38.40598433333333,18.61,24.83,8.32,4.0,0.955278,0.929754,0.954315
22,0.9558049999999999,0.9688100000000001,0.944198,0.956519,0.954642,0.8223790000000001,0.827261,0.588097,0.9009149999999999,0.92006,0.9304870000000001,34.629853999999995,38.732517,41.881392,0.9757239999999999,0.973584,79.991771,38.41458766666667,17.08,22.39,8.71,4.22,0.954146,0.925207,0.951242
23,0.9499190000000001,0.9688399999999999,0.941025,0.947651,0.9473299999999999,0.768644,0.8223790000000001,0.5688529999999999,0.8826299999999999,0.9021950000000001,0.9125790000000001,34.241786,38.150098,41.186907,0.97216,0.969304,76.63216700000001,37.859597,18.81,24.49,9.96,4.95,0.947576,0.917319,0.944051
24,0.945464,0.967967,0.939058,0.9441350000000001,0.940005,0.669321,0.768644,0.571975,0.874603,0.893385,0.903694,34.360436,38.695479,41.769842,0.972944,0.970334,74.552758,38.275252333333334,18.07,23.83,8.78,4.33,0.952296,0.931131,0.953234
25,0.941218,0.968001,0.935931,0.940715,0.933233,0.643455,0.669321,0.5670930000000001,0.871654,0.890827,0.900754,34.320854,38.532494,41.612664,0.9729629999999999,0.970397,73.322761,38.155337333333335,18.3,24.04,9.12,4.49,0.951041,0.924694,0.949862
26,0.9390440000000001,0.9677520000000001,0.935098,0.935285,0.9318870000000001,0.643455,0.643455,0.5639890000000001,0.8681180000000001,0.888083,0.899294,34.286483000000004,38.64176,41.787607,0.9725379999999999,0.969882,72.66265200000001,38.23861666666667,18.36,24.23,8.89,4.31,0.950984,0.927971,0.952189
27,0.9389870000000001,0.968354,0.939148,0.93322,0.931326,0.688002,0.688002,0.559371,0.867668,0.888367,0.8993200000000001,34.280933000000005,38.209686,41.282092999999996,0.9710610000000001,0.9677030000000001,72.729161,37.92423733333334,18.62,24.27,9.82,4.84,0.945985,0.917205,0.943663
28,0.9355889999999999,0.9692559999999999,0.937363,0.93363,0.9232809999999999,0.668319,0.698588,0.562945,0.855491,0.8729399999999999,0.8822909999999999,33.722001,38.175374,41.715198,0.966339,0.96331,70.150666,37.870857666666666,20.78,27.6,9.9,4.38,0.948357,0.926819,0.951104
29,0.935923,0.968593,0.940509,0.9275639999999999,0.926952,0.657866,0.668319,0.556833,0.85259,0.870553,0.880339,33.843336,38.227035,41.74642,0.9669540000000001,0.9641049999999999,69.99511600000001,37.93893033333333,20.25,26.84,9.78,4.35,0.948833,0.928237,0.952279
30,0.9377340000000001,0.9683209999999999,0.9391579999999999,0.924272,0.9339350000000001,0.649509,0.657866,0.548234,0.8491540000000001,0.867712,0.877382,33.765135,37.76627,41.121331,0.965202,0.9621649999999999,70.067823,37.550912000000004,20.87,27.33,10.88,5.02,0.943616,0.916581,0.943132
31,0.936983,0.967709,0.93663,0.9247629999999999,0.9329559999999999,0.649509,0.649509,0.5536810000000001,0.848399,0.8665149999999999,0.876326,33.736803,38.100364,41.623605,0.9656389999999999,0.9633780000000001,69.776883,37.82025733333333,20.76,27.5,10.07,4.47,0.948135,0.927691,0.951967
32,0.9370649999999999,0.968801,0.9381729999999999,0.9308280000000001,0.928291,0.6674260000000001,0.6674260000000001,0.557662,0.851301,0.868815,0.878367,33.6805,38.040931,41.612875,0.965852,0.963233,70.034942,37.778102,21.02,27.86,10.21,4.49,0.948192,0.925828,0.9504
33,0.932884,0.968742,0.9346899999999999,0.9371229999999999,0.915733,0.679541,0.696682,0.5440699999999999,0.843723,0.862087,0.8716520000000001,33.409671,37.462917,41.004076,0.9616979999999999,0.958151,68.489692,37.29222133333334,22.57,29.66,11.66,5.16,0.942237,0.91538,0.942964
34,0.933472,0.9692379999999999,0.9377989999999999,0.9379120000000001,0.91533,0.679541,0.679541,0.555671,0.8512120000000001,0.869749,0.8796440000000001,33.762538,37.910625,41.602965000000005,0.9638700000000001,0.960733,69.435188,37.758709333333336,20.73,27.34,10.52,4.5,0.948179,0.929568,0.952712
