Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,float_ms_ssim,vmaf,psnr_avg,mse_avg,mse_y,mse_u,mse_v,ssim_y,ssim_u,ssim_v
0,0.99594,0.991702,0.992924,0.996737,0.998384,0.0,0.0,0.915091,0.995419,0.997438,0.998099,50.117181,50.965725,50.973524,0.998647,0.999142,96.224207,50.685476666666666,0.6,0.63,0.52,0.52,0.995326,0.99384,0.994747
1,0.995017,0.990116,0.990631,0.996409,0.997923,0.366594,0.378116,0.899261,0.993672,0.996572,0.997871,49.288422,50.922852,51.062282,0.99823,0.998931,96.4559,50.42451866666667,0.68,0.77,0.53,0.51,0.994569,0.993699,0.994662
2,0.995313,0.990804,0.991238,0.9963,0.998238,0.361855,0.366594,0.898941,0.993709,0.996576,0.997675,49.2905,50.954358,51.120076,0.998218,0.998922,96.498524,50.454978000000004,0.68,0.77,0.52,0.5,0.994526,0.993741,0.994689
3,0.987174,0.983448,0.976563,0.985143,0.995212,0.361855,0.361855,0.838959,0.962388,0.97497,0.9839,41.56191,50.634672,50.723852,0.990569,0.994326,92.533304,47.640144666666664,3.21,4.54,0.56,0.55,0.985269,0.993312,0.994194
4,0.984836,0.981149,0.974027,0.985593,0.990829,0.370158,0.370158,0.843658,0.960495,0.973122,0.982618,41.226978,50.788126,50.787393,0.990088,0.994015,91.846282,47.60083233333334,3.45,4.9,0.54,0.54,0.984929,0.993511,0.994403
5,0.98684,0.98308,0.976721,0.98727,0.992755,0.386,0.386,0.835268,0.959685,0.972922,0.981745,41.129028,50.807455,50.763702,0.989604,0.993729,92.222959,47.56672833333334,3.52,5.01,0.54,0.55,0.984229,0.993532,0.99431
6,0.985878,0.983914,0.977073,0.984523,0.99182,0.391575,0.391575,0.838155,0.959402,0.972319,0.983367,41.066612,50.732893,50.75678,0.989343,0.993732,92.122072,47.51876166666667,3.57,5.09,0.55,0.55,0.984165,0.993438,0.994222
7,0.984954,0.982614,0.978088,0.982583,0.990874,0.402159,0.402159,0.833646,0.956882,0.970441,0.97976,40.738265,50.609686,50.531083,0.988873,0.993359,91.55993,47.29301133333333,3.85,5.49,0.57,0.58,0.98339,0.99336,0.994203
8,0.980831,0.980279,0.971649,0.98075,0.985462,0.389664,0.403982,0.818275,0.945444,0.958862,0.968671,38.602604,50.460605,50.588413,0.985732,0.990729,89.239399,46.55054066666667,6.17,8.97,0.58,0.57,0.980358,0.993073,0.993888
9,0.980465,0.978891,0.971249,0.979928,0.985842,0.389664,0.389664,0.813841,0.943953,0.95743,0.967823,38.318124,50.426127,50.373019,0.985203,0.990478,89.028668,46.37242333333333,6.58,9.58,0.59,0.6,0.979712,0.993056,0.993807
10,0.982622,0.982307,0.97533,0.980916,0.987495,0.416312,0.424286,0.814959,0.944129,0.957963,0.968441,38.290104,50.438289,50.492754,0.984825,0.990341,89.601978,46.407049,6.62,9.64,0.59,0.58,0.979323,0.993008,0.993769
