Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,float_ms_ssim,vmaf,psnr_avg,mse_avg,mse_y,mse_u,mse_v,ssim_y,ssim_u,ssim_v
0,0.99635,0.989078,0.990439,0.997421,1.000083,0.0,0.0,0.739722,0.997168,0.998906,0.999313,46.321318,45.828671,47.011505,0.997921,0.995654,96.549351,46.38716466666667,1.51,1.52,1.7,1.29,0.977691,0.973881,0.97973
1,0.99655,0.987581,0.99106,0.998415,1.000204,0.583139,0.583139,0.731564,0.996237,0.998279,0.998857,46.035509,45.531761,46.878172,0.997704,0.99527,97.298557,46.14848066666667,1.61,1.62,1.82,1.33,0.976373,0.972301,0.979233
2,0.997346,0.988908,0.992229,0.999364,1.000614,0.788239,0.788239,0.744515,0.996857,0.99865,0.999146,46.590923,45.896892,47.069429,0.998354,0.996268,97.776197,46.51908133333333,1.44,1.43,1.67,1.28,0.979259,0.97434,0.979936
3,0.986136,0.981373,0.973456,0.982907,0.993896,0.562161,1.054096,0.680318,0.975249,0.985719,0.990124,44.081073,45.106135,46.61755,0.996333,0.993491,93.697727,45.26825266666666,2.26,2.54,2.01,1.42,0.971472,0.969698,0.978074
4,0.948554,0.959967,0.914211,0.932884,0.965922,0.562161,0.562161,0.549259,0.904173,0.935856,0.951961,40.600475,45.059349,46.490405,0.99454,0.991384,80.530959,44.05007633333333,4.36,5.66,2.03,1.46,0.966073,0.96966,0.977705
5,0.953391,0.963236,0.918969,0.938104,0.971046,0.812704,0.845174,0.56711,0.912672,0.942641,0.957566,41.0899,45.018597,46.484616,0.994833,0.991694,82.553127,44.19770433333334,3.96,5.06,2.05,1.46,0.967114,0.969304,0.977621
6,0.992481,0.984328,0.981725,0.993112,0.998431,0.505822,0.812704,0.705098,0.986918,0.993029,0.995366,45.275741,45.487765,46.760063,0.997157,0.99469,95.773144,45.84118966666667,1.82,1.93,1.84,1.37,0.975047,0.972064,0.978684
7,0.995125,0.985295,0.986678,0.996763,1.000224,0.459425,0.505822,0.7155,0.993814,0.996995,0.998009,45.63878,45.287357,46.714801,0.997312,0.99478,96.700855,45.88031266666667,1.74,1.78,1.92,1.39,0.974957,0.970814,0.978459
8,0.985785,0.979139,0.970422,0.983375,0.994623,0.459425,0.459425,0.669288,0.975782,0.986523,0.991044,44.230672,45.025031,46.481736,0.996462,0.993673,93.613046,45.245813,2.22,2.45,2.04,1.46,0.971892,0.969238,0.977469
9,0.97939,0.975885,0.959848,0.974316,0.990231,0.450908,0.562443,0.64404,0.95841,0.974429,0.981588,43.426668,45.216869,46.592131,0.996441,0.993756,90.899837,45.078556,2.53,2.95,1.96,1.43,0.972374,0.97036,0.978057
10,0.95459,0.959811,0.919719,0.93975,0.973669,0.450908,0.450908,0.552368,0.90161,0.932928,0.94894,40.258249,44.742028,46.247711,0.994127,0.990907,81.309538,43.74932933333333,4.71,6.13,2.18,1.54,0.965002,0.967513,0.976819
11,0.9782,0.974202,0.957695,0.973555,0.989274,0.616549,0.616549,0.634251,0.953741,0.971702,0.97975,43.25805,45.155821,46.582278,0.99628,0.993579,90.587273,44.998716333333334,2.62,3.07,1.98,1.43,0.972004,0.970032,0.978003
12,0.99618,0.986132,0.988902,0.998497,1.000547,0.451997,0.621768,0.717384,0.994717,0.997542,0.998424,45.397069,45.101871,46.57118,0.996857,0.994179,96.981304,45.69004,1.82,1.88,2.01,1.43,0.973345,0.969621,0.977824
13,0.995612,0.985584,0.988379,0.997911,0.999966,0.440667,0.451997,0.717169,0.994933,0.997618,0.9985,45.642401,45.226597,46.648263,0.997168,0.994658,96.853686,45.839087000000006,1.74,1.77,1.95,1.41,0.974712,0.970649,0.97835
14,0.995716,0.985721,0.988783,0.997833,1.000062,0.440667,0.440667,0.717604,0.995006,0.997635,0.998642,45.537754,45.232718,46.640945,0.997033,0.994431,96.8885,45.80380566666667,1.77,1.82,1.95,1.41,0.974106,0.970393,0.978145
15,0.995907,0.985871,0.988789,0.998087,1.000294,0.442558,0.442558,0.718302,0.995065,0.997657,0.998443,45.426188,45.064479,46.573396,0.996906,0.99422,96.917151,45.688021,1.82,1.86,2.03,1.43,0.973371,0.969485,0.977836
16,0.995531,0.985703,0.988727,0.998059,0.999538,0.446943,0.447962,0.717148,0.995142,0.997538,0.99843,45.51363,45.137257,46.568592,0.997078,0.994472,96.836011,45.73982633333333,1.79,1.83,1.99,1.43,0.974085,0.970187,0.978139
17,0.995986,0.985767,0.98883,0.99779,1.000665,0.440859,0.446943,0.717272,0.994994,0.997717,0.998571,45.268809,44.926611,46.487015,0.996753,0.993945,96.945695,45.560811666666666,1.88,1.93,2.09,1.46,0.972478,0.96851,0.977407
18,0.993907,0.98431,0.98573,0.99517,0.999056,0.4399,0.440859,0.708937,0.991502,0.99569,0.997126,45.213982,45.084782,46.541126,0.996848,0.994141,96.275376,45.61329666666666,1.88,1.96,2.02,1.44,0.973202,0.969465,0.977633
19,0.974602,0.972977,0.952237,0.968599,0.986371,0.4399,0.4399,0.630558,0.953205,0.971525,0.979682,43.168301,45.091084,46.526466,0.996191,0.993396,89.578485,44.928617,2.67,3.14,2.01,1.45,0.971291,0.969587,0.977726
20,0.969673,0.970828,0.945041,0.961661,0.982504,0.444944,0.447447,0.61514,0.943314,0.964543,0.974321,42.691551,45.07499,46.566466,0.996116,0.99338,87.793436,44.777668999999996,2.91,3.5,2.02,1.43,0.971346,0.969884,0.978049
21,0.969936,0.970997,0.94574,0.962089,0.982551,0.444944,0.444944,0.617943,0.94462,0.965286,0.974776,42.611951,44.984157,46.484831,0.995855,0.992939,87.916915,44.693646333333334,2.96,3.56,2.06,1.46,0.970074,0.968995,0.977563
22,0.97368,0.973141,0.950471,0.967118,0.985717,0.463848,0.463848,0.632467,0.952003,0.970563,0.978909,42.979562,45.011978,46.466108,0.996029,0.993187,89.30044,44.819216000000004,2.77,3.27,2.05,1.47,0.970777,0.969044,0.977504
23,0.992339,0.986285,0.983403,0.992321,0.99737,0.471664,0.598241,0.709289,0.989923,0.994609,0.996329,45.060394,44.980042,46.438163,0.996677,0.993894,95.855906,45.49286633333333,1.94,2.03,2.07,1.48,0.972538,0.968782,0.977237
24,0.994694,0.987726,0.987635,0.995583,0.998836,0.440702,0.471664,0.719626,0.994158,0.997069,0.997991,45.3615,45.036348,46.499399,0.996808,0.99411,96.582544,45.63241566666667,1.84,1.89,2.04,1.46,0.973123,0.96919,0.977604
25,0.994786,0.987824,0.987691,0.995789,0.998874,0.439589,0.440702,0.719705,0.994224,0.997172,0.998117,45.397443,45.076735,46.548725,0.996845,0.994136,96.616233,45.67430099999999,1.83,1.88,2.02,1.44,0.973261,0.969494,0.977687
26,0.994937,0.987951,0.987597,0.995746,0.999232,0.439589,0.439589,0.719567,0.99424,0.997218,0.998147,45.485332,45.18893,46.605803,0.996956,0.994308,96.653694,45.76002166666667,1.79,1.84,1.97,1.42,0.973802,0.970115,0.977993
27,0.995033,0.987998,0.988002,0.996264,0.998987,0.440926,0.440926,0.719553,0.994205,0.997085,0.998018,45.702835,45.292943,46.698652,0.99723,0.99473,96.659717,45.89814333333334,1.72,1.75,1.92,1.39,0.975037,0.970887,0.978435
28,0.994866,0.987954,0.987052,0.995072,0.999657,0.438295,0.449313,0.724419,0.993632,0.997128,0.998335,45.327082,45.114856,46.521904,0.996794,0.994107,96.640754,45.654614,1.85,1.91,2.0,1.45,0.973341,0.969587,0.977532
29,0.994628,0.988114,0.9874,0.995452,0.998725,0.438295,0.438295,0.724133,0.993962,0.997252,0.998374,45.457683,45.176179,46.615838,0.996917,0.994281,96.599529,45.7499,1.8,1.85,1.97,1.42,0.973791,0.969973,0.977942
30,0.994582,0.988155,0.987142,0.995484,0.99868,0.439434,0.441004,0.724617,0.993807,0.996916,0.998027,45.475794,45.200226,46.620007,0.996914,0.994291,96.546922,45.76534233333333,1.79,1.84,1.96,1.42,0.973913,0.970158,0.977931
31,0.995141,0.988317,0.98823,0.995841,0.999301,0.439434,0.439434,0.726384,0.99459,0.997511,0.998498,45.462983,45.132214,46.571131,0.996894,0.994202,96.735538,45.72210933333333,1.8,1.85,1.99,1.43,0.97361,0.969697,0.977707
32,0.995042,0.988617,0.989125,0.99591,0.998628,0.44293,0.443195,0.72791,0.994817,0.997479,0.998253,45.440511,45.107082,46.556364,0.996883,0.994191,96.697332,45.701319000000005,1.81,1.86,2.01,1.44,0.973376,0.969537,0.977623
